first_name,last_name,team,position,hair_style,hair_color,skin_color,pro_bowl,nfl_icon,tattoo_left,tattoo_right,tendency,face_id,sleeves,left_hand,right_hand,left_wrist,right_wrist,left_elbow,right_elbow,left_knee,right_knee,left_shoe,right_shoe,neck_pad,mouthpiece,breathing_strip,eye_black,helmet,face_mask,visor,awareness,speed,acceleration,agility,strength,elusiveness,carrying,trucking,catching,jumping,throw_power,throw_accuracy_short,throw_accuracy_mid,throw_accuracy_deep,throw_on_the_run,playaction,pass_block,run_block,tackle,kick_power,kick_accuracy,kick_return,stamina,injury,run_block_power,run_block_finesse,pass_block_power,pass_block_finesse,break_tackle,toughness,handedness,jersey_number,height,weight,age,birthdate,years_pro,college,draft_round,draft_pick,contract_length,contract_years_left,total_salary,signing_bonus,role_one,role_two
Marcell,Harris,49ers,SS,10,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,86,88,81,61,50,60,38,61,81,35,6,6,6,6,6,35,35,72,17,14,45,87,82,35,35,35,35,40,80,Right,36,72,212,25,6/9/1994,1,Florida,6,24,4,3,2626300,166300,45,45
Emmanuel,Moseley,49ers,SS,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,41,71,190,23,3/25/1996,1,Tennessee,15,63,2,1,1050000,0,45,45
Demetrius,Flannigan-F.,49ers,SS,10,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,45,74,210,22,9/4/1996,0,Arizona,15,63,3,3,1767500,62500,45,45
Colin,Holba,49ers,TE,7,4,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,69,83,65,69,33,65,41,59,73,25,10,10,10,10,10,60,48,57,19,26,10,78,94,40,35,50,40,17,79,Right,40,76,252,25,7/8/1994,2,Louisville,6,29,2,1,1200000,0,45,45
Daniel,Helm,49ers,TE,7,4,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,77,85,83,68,49,70,62,75,93,26,22,15,11,19,15,54,56,28,15,12,55,86,89,53,50,47,43,53,84,Right,41,76,253,24,4/20/1995,0,Duke,15,63,3,3,1755000,0,45,45
Tyree,Mayfield,49ers,TE,3,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,48,75,245,23,10/23/1995,0,Wyoming,15,63,3,3,1765000,35000,45,45
Ross,Dwelley,49ers,TE,7,4,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,82,77,235,24,1/26/1995,1,San Diego,15,63,2,1,1050000,0,45,45
Levine,Toilolo,49ers,TE,7,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81,75,83,75,74,34,76,72,79,84,30,15,10,6,10,6,71,56,52,22,19,10,86,79,50,55,70,67,41,75,Right,83,80,267,28,7/30/1991,6,Stanford,15,63,1,1,720000,0,45,45
George,Kittle,49ers,TE,7,3,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,91,88,89,84,80,69,79,78,92,91,30,20,15,10,10,10,57,78,34,19,22,10,89,88,76,71,55,51,73,95,Right,85,76,249,25,10/9/1993,2,Iowa,5,18,4,2,2698296,298296,45,45
Kyle,Nelson,49ers,TE,5,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,81,84,70,73,11,70,24,60,66,10,10,10,10,10,10,62,49,47,11,14,10,77,92,39,34,60,51,15,75,Right,86,74,240,32,10/3/1986,8,New Mexico State,15,63,4,4,4540000,450000,45,45
Garrett,Celek,49ers,TE,7,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,79,84,77,75,66,76,67,81,83,30,15,10,6,10,6,59,68,35,15,15,35,84,85,61,67,58,55,67,76,Right,88,77,252,31,5/29/1988,7,Michigan State,15,63,4,1,10000000,3500000,45,45
Kaden,Smith,49ers,TE,7,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,77,84,81,71,54,69,67,78,81,25,15,10,5,10,5,55,56,27,12,10,10,86,85,54,52,52,54,58,83,Right,89,77,251,22,4/24/1997,0,Stanford,6,16,4,4,2720008,200008,45,45
Shawn,Poindexter,49ers,WR,2,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,10,77,213,23,12/13/1995,0,Arizona,15,63,3,3,1760000,25000,45,45
Marquise,Goodwin,49ers,WR,3,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87,96,96,92,42,76,76,38,86,95,34,15,10,6,10,6,32,51,25,21,20,83,90,86,34,29,20,19,74,71,Right,11,69,182,28,11/19/1990,6,Texas,3,14,4,3,18850000,6450000,45,45
Richie,James Jr,49ers,WR,3,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,90,91,89,44,81,70,39,78,84,46,39,34,26,38,29,34,43,27,16,11,85,89,86,24,29,26,30,74,76,Right,13,69,185,23,9/5/1995,1,Middle Tennessee State,7,48,4,3,2536572,76572,45,45
Trent,Taylor,49ers,WR,7,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,88,90,92,62,80,73,59,85,80,31,28,23,18,28,24,44,52,35,13,15,80,91,88,26,20,19,19,76,84,Right,15,68,181,25,4/30/1994,2,Louisiana Tech,5,49,4,2,2601948,201948,45,45
Malik,Henry,49ers,WR,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,17,72,190,22,4/16/1997,0,West Georgia,15,63,3,3,1770000,90000,45,45
Jalen,Hurd,49ers,WR,10,4,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,89,90,91,76,75,78,49,78,90,36,28,24,20,28,16,40,40,35,19,15,60,88,84,25,19,25,22,78,75,Right,17,76,229,23,1/23/1996,0,Baylor,3,3,4,4,4279682,1132492,45,45
Dante,Pettis,49ers,WR,2,3,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,91,92,95,50,86,75,34,86,94,42,37,34,30,24,23,28,45,30,20,14,88,91,88,38,25,27,23,75,82,Right,18,73,198,23,10/23/1995,1,Washington,2,12,4,3,6400562,3985887,45,45
Deebo,Samuel,49ers,WR,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,91,90,87,70,74,73,65,83,92,39,32,27,21,34,23,38,45,46,15,12,85,87,90,26,21,21,16,77,81,Right,19,72,215,23,1/15/1996,0,South Carolina,2,4,4,4,7697356,5226791,45,45
Jordan,Matthews,49ers,WR,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81,89,90,86,70,68,74,66,85,86,29,15,10,6,10,6,45,53,39,19,15,45,94,88,30,25,36,34,71,79,Right,81,75,214,27,7/16/1992,5,Vanderbilt,2,10,1,1,2000000,300000,45,45
Kendrick,Bourne,49ers,WR,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,88,91,93,65,78,74,42,82,86,28,15,10,6,10,6,48,59,27,23,22,67,86,88,23,16,21,19,75,77,Right,84,73,197,24,8/4/1995,2,Eastern Washington,15,63,3,1,1670000,25000,45,45
John,Wirtel,Bears,C,7,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,53,75,250,23,8/24/1995,0,Kansas,15,63,3,3,1757500,7500,45,45
Cody,Whitehair,Bears,C,4,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,72,82,73,87,12,33,28,24,64,21,6,6,6,6,6,80,87,31,20,20,8,88,90,83,89,81,79,7,89,Right,65,76,310,27,7/11/1992,3,Kansas State,2,24,4,1,4224568,2364438,45,45
Sam,Mustipher,Bears,C,1,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,67,75,306,23,8/13/1996,0,Notre Dame,15,63,3,3,1758500,11000,45,45
Prince,Amukamara,Bears,CB,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,90,90,91,70,75,66,35,65,91,30,6,6,6,6,6,35,35,60,22,15,55,92,88,35,35,35,35,65,70,Left,20,72,203,30,6/6/1989,8,Nebraska,1,19,3,2,27000000,18000000,45,45
Kevin,Toliver II,Bears,CB,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,89,90,88,62,59,65,34,61,87,35,15,10,6,10,6,30,32,57,20,14,44,89,81,32,27,25,24,49,79,Right,22,74,192,23,11/24/1995,1,LSU,15,63,3,2,1725000,25000,45,45
Kyle,Fuller,Bears,CB,4,0,1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,95,92,92,90,62,55,66,36,71,91,36,6,6,6,6,6,35,35,59,19,19,50,94,89,35,35,35,35,45,87,Right,23,71,190,27,2/16/1992,5,Virginia Tech,1,14,4,3,56000000,18000000,45,45
Buster,Skrine,Bears,CB,10,4,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,90,89,95,60,77,58,10,61,86,10,6,6,6,6,6,35,35,64,15,16,74,91,89,35,35,35,35,67,69,Right,24,69,185,30,4/26/1989,8,Tennessee-Chattanooga,5,9,3,3,16500000,8500000,45,45
Sherrick,McManis,Bears,CB,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,87,88,86,61,65,65,25,59,93,21,6,6,6,6,6,35,35,59,22,19,74,94,76,35,35,35,35,55,75,Right,27,73,193,31,12/19/1987,9,Northwestern,5,16,2,1,3500000,1100000,45,45
Rashard,Fant,Bears,CB,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,91,89,88,49,60,60,24,58,85,25,10,6,6,6,6,35,35,49,19,12,52,88,86,35,35,35,35,50,91,Right,29,70,180,24,1/8/1995,1,Indiana,15,63,3,2,1711000,1000,45,45
Michael,Joseph,Bears,CB,3,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,88,92,86,57,71,58,30,70,82,29,6,6,6,6,6,25,35,50,15,10,79,89,89,35,35,35,35,49,81,Right,30,73,187,24,3/19/1995,1,Dubuque,15,63,2,2,1080000,0,45,45
Jonathon,Mincy,Bears,CB,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,87,89,85,60,63,61,26,65,85,25,6,6,6,6,6,35,35,61,18,12,55,88,89,35,35,35,35,55,82,Right,31,70,196,26,9/5/1992,4,Auburn,15,63,2,2,1080000,0,45,45
Duke,Shelley,Bears,CB,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,89,91,84,53,72,60,19,67,82,35,6,6,6,6,6,35,35,58,14,13,47,91,84,35,35,35,35,60,82,Right,33,69,180,22,10/8/1996,0,Kansas State,6,45,4,4,2647840,127840,45,45
Stephen,Denmark,Bears,CB,10,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,91,94,83,69,71,58,52,73,97,35,6,6,6,6,6,35,35,63,20,20,55,90,85,35,35,35,35,66,83,Right,35,75,220,23,4/20/1996,0,Valdosta State,7,46,4,4,2600956,80956,45,45
John,Franklin III,Bears,CB,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,92,90,86,68,64,57,43,54,89,72,53,47,42,55,48,33,34,58,18,17,61,88,84,33,34,33,34,54,74,Right,37,73,186,24,9/21/1994,1,Florida Atlantic,15,63,2,2,1080000,0,45,45
Eddie,Goldman,Bears,DT,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,64,75,64,90,11,40,25,25,74,21,6,6,6,6,6,45,45,92,24,18,10,82,85,45,45,45,45,10,84,Right,91,76,320,25,1/6/1994,4,Florida State,2,7,5,4,42040000,17250000,45,45
Daryle,Banfield,Bears,DT,2,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,93,75,300,21,12/10/1997,0,Brown,15,63,3,3,1756500,1500,45,45
Ryan,Nall,Bears,FB,7,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,86,88,84,65,62,80,80,67,80,15,26,15,10,10,10,50,52,35,17,12,40,94,84,45,44,34,29,77,86,Right,35,74,233,23,12/27/1995,1,Oregon State,15,63,2,2,1080000,0,45,45
Ha Ha,Clinton-Dix,Bears,FS,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,85,87,90,87,56,64,65,55,79,83,35,15,10,10,15,33,45,45,79,20,19,62,93,95,45,45,45,45,-1,78,Right,21,73,208,26,12/21/1992,5,Alabama,1,21,1,1,3000000,500000,45,45
DeAndre,Houston-Cars.,Bears,FS,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,88,91,82,64,58,61,48,69,82,26,6,6,6,6,6,4,14,77,20,19,31,90,89,34,33,34,33,43,86,Right,36,73,204,26,4/13/1993,3,William & Mary,6,25,1,1,770000,25000,45,45
Eddie,Jackson,Bears,FS,5,0,2,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,93,88,90,86,63,72,74,48,78,84,21,6,6,6,6,6,35,38,71,20,19,83,89,82,35,35,35,35,57,64,Right,39,72,202,25,12/10/1993,2,Alabama,4,16,4,2,3065808,665808,45,45
Doyin,Jibowu,Bears,FS,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,43,74,200,23,7/1/1996,0,Fort Hays State,15,63,3,3,1760000,12500,45,45
Mike,Davis,Bears,HB,0,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,89,91,86,69,74,87,81,69,84,25,30,25,15,10,10,53,45,29,21,20,40,86,77,34,37,33,29,77,80,Right,25,69,217,26,2/19/1993,4,South Carolina,4,30,2,2,6000000,3000000,45,45
Tarik,Cohen,Bears,HB,5,0,2,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,92,93,97,61,92,78,65,76,77,51,42,36,31,39,27,51,30,26,20,22,90,88,86,25,22,26,22,80,79,Right,29,66,180,24,7/26/1995,2,North Carolina A&T,4,23,4,2,3033156,633156,45,45
David,Montgomery,Bears,HB,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,73,84,87,85,72,73,90,79,71,71,38,37,32,24,31,22,55,37,30,17,12,45,91,87,31,26,38,35,80,91,Right,32,70,222,22,6/7/1997,0,Iowa State,3,9,4,4,4015380,1046180,45,45
Kerrith,Whyte,Bears,HB,3,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,92,89,79,68,70,85,58,63,90,23,20,15,10,16,15,50,29,29,17,13,82,85,87,23,18,30,29,73,78,Right,38,70,199,22,10/31/1996,0,Florida Atlantic,7,30,4,4,2621468,101468,45,45
Cody,Parkey,Bears,K,4,4,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,64,70,65,35,26,45,15,42,64,39,25,25,20,20,35,10,15,20,94,76,10,84,91,20,20,20,20,-1,75,Right,1,72,190,25,2/19/1992,5,Auburn,15,63,1,1,570000,0,45,45
Connor,Barth,Bears,K,7,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,59,57,52,36,18,35,10,21,22,36,15,15,15,15,15,10,10,25,90,79,10,70,80,15,15,15,15,-1,68,Right,4,71,194,33,4/11/1986,11,North Carolina,15,63,1,1,570000,0,45,45
Elliott,Fry,Bears,K,7,4,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,8,72,189,24,12/12/1994,0,South Carolina,15,63,3,3,1755000,0,45,45
Eddy,Pineiro,Bears,K,5,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,78,80,62,42,15,20,10,18,47,25,32,15,12,15,15,17,16,26,92,80,10,79,85,16,16,17,17,5,70,Right,15,72,185,23,9/13/1995,1,Florida,15,63,3,2,1735000,25000,45,45
Abdullah,Anderson,Bears,LE,5,2,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,68,82,70,91,10,35,35,50,74,20,6,6,6,6,6,45,45,79,17,14,10,74,87,45,45,45,45,10,83,Right,76,76,295,23,1/24/1996,1,Bucknell,15,63,2,2,1080000,0,45,45
Jalen,Dalton,Bears,LE,3,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,78,78,300,22,8/4/1997,0,North Carolina,15,63,3,3,1755000,0,45,45
Akiem,Hicks,Bears,LE,6,0,2,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,95,64,81,68,93,10,35,38,30,81,26,6,6,6,6,6,45,45,86,25,25,10,95,94,45,45,45,45,13,73,Right,96,77,334,29,11/16/1989,7,Regina (Canada),3,25,5,3,48000000,22000000,45,45
Bilal,Nichols,Bears,LE,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,74,83,62,87,31,42,54,39,75,23,6,6,6,6,6,45,45,81,17,10,10,80,88,45,45,45,45,22,87,Right,98,76,290,22,9/14/1996,1,Delaware,5,17,4,3,2759480,299480,45,45
Ted,Larsen,Bears,LG,7,4,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,62,76,65,80,15,30,20,25,54,30,6,6,6,6,6,60,64,37,22,21,10,83,92,66,62,60,61,8,85,Right,62,75,323,32,6/13/1987,9,North Carolina State,6,45,1,1,1020000,90000,45,45
Alex,Bars,Bears,LG,5,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,64,73,61,85,11,31,14,24,70,11,6,6,6,6,6,64,64,30,15,12,10,83,85,65,62,64,63,6,84,Right,64,78,312,23,9/8/1995,0,Notre Dame,15,63,3,3,1760000,40000,45,45
James,Daniels,Bears,LG,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,63,78,76,84,10,28,21,20,75,26,6,6,6,6,6,80,79,28,15,14,10,86,86,75,81,77,80,8,82,Right,68,76,295,21,9/13/1997,1,Iowa,2,7,4,3,6950156,3930576,45,45
Joe,Lowery,Bears,LG,0,4,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,74,79,310,23,5/20/1996,0,Ohio U.,15,63,3,3,1757000,5000,45,45
James,Vaughters,Bears,LOLB,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,76,85,77,65,35,48,25,46,79,24,6,6,6,6,6,45,45,77,16,15,10,81,86,45,45,45,45,20,82,Right,46,74,250,26,6/27/1993,4,Stanford,15,63,2,2,1080000,0,45,45
Kylie,Fitts,Bears,LOLB,5,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,83,88,83,83,30,50,30,47,79,14,6,6,6,6,6,45,45,78,16,11,10,86,84,45,45,45,45,20,90,Right,49,76,260,24,10/11/1994,1,Utah,6,21,4,3,2631900,171900,45,45
Chuck,Harris,Bears,LOLB,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,50,76,255,21,11/23/1997,0,Buffalo,15,63,3,3,1767500,37500,45,45
Khalil,Mack,Bears,LOLB,4,0,2,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99,87,89,88,89,46,60,55,62,94,32,6,6,6,6,6,45,45,95,24,22,10,95,97,45,45,45,45,31,92,Right,52,75,252,28,2/22/1991,5,Buffalo,1,5,7,6,141000000,60000000,45,45
Jameer,Thurman,Bears,LOLB,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,53,72,230,24,1/20/1995,2,Indiana State,15,63,3,3,1755000,0,45,45
Charles,Leno Jr,Bears,LT,3,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,91,64,79,64,86,24,24,25,25,72,10,6,6,6,6,6,83,89,35,11,15,10,84,90,86,90,86,81,14,75,Right,72,75,306,27,10/9/1991,5,Boise State,7,31,5,3,37000000,13697000,45,45
Nick,Kwiatkoski,Bears,MLB,4,4,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,81,87,83,78,26,42,31,58,83,25,6,6,6,6,6,45,45,85,22,29,12,85,90,45,45,45,45,11,84,Right,44,74,242,26,5/26/1993,3,West Virginia,4,17,4,1,2915120,575120,45,45
Joel,Iyiegbuniwe,Bears,MLB,3,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,85,88,80,67,48,64,42,47,84,24,6,6,6,6,6,45,45,81,14,12,10,88,81,45,45,45,45,37,87,Right,45,73,230,23,10/12/1995,1,Western Kentucky,4,19,4,3,3138576,678576,45,45
Josh,Woods,Bears,MLB,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,85,86,80,64,36,60,26,60,77,15,6,6,6,6,6,45,45,77,14,12,10,84,87,45,45,45,45,24,83,Right,55,73,205,23,7/1/1996,1,Maryland,15,63,2,2,1080000,0,45,45
Kevin,Pierre-Louis,Bears,MLB,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,86,88,87,80,44,60,54,63,88,25,6,6,6,6,6,45,45,82,20,20,10,93,85,45,45,45,45,29,65,Right,57,72,230,27,10/7/1991,5,Boston College,15,63,1,1,720000,0,45,45
Roquan,Smith,Bears,MLB,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,89,91,88,80,33,54,39,62,81,25,10,8,6,13,10,45,45,84,14,22,10,94,93,45,45,45,45,36,95,Right,58,73,236,22,4/8/1997,1,Georgia,1,8,4,3,18477166,18477166,45,45
Danny,Trevathan,Bears,MLB,10,2,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,80,86,80,68,15,45,28,73,82,20,6,6,6,6,6,45,45,91,37,30,10,92,85,45,45,45,45,10,87,Right,59,73,239,29,3/24/1990,7,Kentucky,6,28,4,1,28000000,13500000,45,45
