Team,First Name,Last Name,Position,Awareness,Speed,Acceleration,Agility,Strength,Elusiveness,Carrying,Trucking,Catching,Jumping,Throw Power,Throw Accuracy Short,Throw Accuracy Mid,Throw Accuracy Deep,Throw on the Run,Throw Accuracy,Pass Block,Run Block,Pass Block Strength,Pass Block Footwork,Run Block Strength,Run Block Footwork,Tackle,Kick Power,Kick Accuracy,Kick Return,Stamina,Injury,Toughness
Bengals,Kevin,Zeitler,RG,87,59,78,60,91,,40,20,15,79,12,6,6,6,,,88,92,,,,,25,18,16,10,88,79,96
Bengals,Vontaze,Burfict,ROLB,88,78,83,75,79,,59,50,61,80,22,6,6,6,,,45,45,,,,,91,12,10,10,93,96,93
Bengals,P.J.,Dawson,ROLB,67,80,88,87,73,,40,41,73,79,27,6,6,6,,,45,45,,,,,75,20,20,11,86,92,88
Bengals,Marquis,Flowers,ROLB,62,85,89,85,76,,65,45,70,89,25,40,35,30,,,45,45,,,,,69,14,12,10,85,91,70
Bengals,Darien,Harris,ROLB,55,79,88,74,84,,45,45,51,80,25,6,6,6,,,45,45,,,,,80,22,29,10,89,88,81
Bengals,Aaron,Epps,RT,45,62,74,65,79,,40,20,35,66,30,6,6,6,,,75,74,,,,,31,22,21,10,84,78,78
Bengals,Jake,Fisher,RT,70,72,79,68,83,,56,24,54,82,22,6,6,6,,,81,83,,,,,24,19,19,10,87,83,77
Bengals,Eric,Winston,RT,77,68,79,65,82,,55,10,59,76,16,6,6,6,,,78,78,,,,,25,21,23,11,90,89,82
Bengals,Clayton,Fejedelem,SS,49,87,89,84,76,,57,47,62,90,12,5,5,5,,,45,45,,,,,67,12,10,50,90,92,90
Bengals,Shawn,Williams,SS,60,88,91,83,74,,65,59,61,89,35,6,6,6,,,45,45,,,,,81,26,19,45,88,91,90
Bengals,Tyler,Eifert,TE,85,84,87,85,71,,79,75,87,91,40,15,10,6,,,59,78,,,,,35,22,21,10,95,88,83
Bengals,Clark,Harris,TE,68,73,81,69,74,,65,46,67,70,35,6,6,6,,,62,54,,,,,39,29,18,10,80,88,81
Bengals,Tyler,Kroft,TE,53,81,86,80,69,,65,63,80,84,40,15,10,6,,,76,64,,,,,35,22,21,10,84,85,62
Bengals,C.J.,Uzomah,TE,51,85,89,79,71,,71,69,68,81,49,45,35,34,,,60,74,,,,,54,22,15,10,84,88,82
Bengals,Mario,Alford,WR,53,93,87,95,65,,53,32,76,84,47,15,10,6,,,25,40,,,,,35,21,18,76,88,91,68
Bengals,Tyler,Boyd,WR,69,88,92,86,63,,63,26,85,88,32,27,24,17,,,40,46,,,,,24,23,22,72,89,87,76
Bengals,Cody,Core,WR,56,90,92,88,67,,63,45,75,87,29,15,10,6,,,47,57,,,,,21,11,11,59,89,88,75
Bengals,Antwane,Grant,WR,41,81,82,80,70,,64,45,75,82,29,25,20,18,,,38,41,,,,,27,23,22,48,90,91,80
Bengals,A.J.,Green,WR,93,91,90,94,69,,77,65,95,97,40,20,15,15,,,28,44,,,,,35,19,15,67,96,92,95
Bengals,Brandon,LaFell,WR,82,84,88,85,70,,73,71,80,87,25,30,25,20,,,49,62,,,,,36,17,12,40,88,94,81
Bengals,Alonzo,Russell,WR,41,91,88,88,60,,63,51,77,74,35,15,10,6,,,36,47,,,,,31,23,22,65,90,90,70
Bengals,Brandon,Tate,WR,79,87,90,87,66,,69,69,74,91,25,15,10,6,,,40,61,,,,,32,33,15,80,87,79,90
Bengals,James,Wright,WR,64,89,89,89,63,,68,55,76,91,24,15,10,6,,,35,52,,,,,60,31,30,78,87,92,82
Bills,Garrison,Sanborn,C,64,64,71,67,77,,55,46,50,59,35,6,6,6,,,64,65,,,,,66,29,18,10,78,91,75
Bills,Fernando,Velasco,C,74,60,63,52,82,,40,10,30,26,26,6,6,6,,,79,81,,,,,10,22,22,10,70,88,70
Bills,Eric,Wood,C,88,61,77,69,86,,40,10,16,44,33,6,6,6,,,85,84,,,,,22,33,36,10,87,80,85
Bills,Javier,Arenas,CB,68,86,88,93,59,,66,22,58,84,13,6,6,6,,,45,45,,,,,64,8,9,89,91,92,88
Bills,Ronald,Darby,CB,80,93,92,90,67,,60,10,78,93,26,6,6,6,,,45,45,,,,,61,19,18,50,92,87,59
Bills,Stephon,Gilmore,CB,84,90,93,87,57,,62,22,80,90,22,6,6,6,,,45,45,,,,,62,30,25,70,96,94,72
Bills,Sterling,Moore,CB,79,85,91,87,59,,59,28,63,87,36,6,6,6,,,45,45,,,,,62,24,21,65,90,92,74
Bills,Nickell,Robey-Coleman,CB,79,87,92,91,41,,54,21,72,95,25,15,10,10,,,45,45,,,,,39,20,20,72,90,87,84
Bills,Sammy,Seamster,CB,49,90,89,93,58,,60,40,49,86,21,6,6,6,,,45,45,,,,,57,15,16,45,87,92,75
Bills,Kevon,Seymour,CB,49,93,91,93,66,,58,25,60,86,25,6,6,6,,,19,28,,,,,51,10,11,45,82,82,68
Bills,Corey,White,CB,69,90,88,85,59,,65,35,61,93,27,6,6,6,,,45,45,,,,,60,10,11,49,93,97,85
Bills,T.J.,Barnes,DT,64,60,73,51,91,,35,39,35,65,12,6,6,6,,,45,45,,,,,82,19,19,10,72,86,72
Bills,Corbin,Bryant,DT,66,66,79,65,86,,42,10,35,67,25,6,6,6,,,45,45,,,,,76,20,21,10,73,88,81
Bills,Marcell,Dareus,DT,84,73,84,71,94,,40,40,40,69,25,6,6,6,,,45,45,,,,,96,20,20,10,72,94,96
Bills,Adolphus,Washington,DT,62,71,83,77,75,,32,32,38,72,23,6,6,6,,,29,28,,,,,83,17,17,9,78,88,81
Bills,Kyle,Williams,DT,89,62,79,62,89,,40,10,45,64,25,6,6,6,,,45,45,,,,,88,18,17,10,85,82,92
Bills,Jerel,Worthy,DT,65,70,82,64,82,,39,25,35,78,16,6,6,6,,,45,45,,,,,84,15,25,10,73,92,74
Bills,Jerome,Felton,FB,74,78,87,72,81,,75,71,60,70,30,20,15,10,,,59,71,,,,,20,25,25,40,75,94,78
Bills,Jonathan,Dowling,FS,51,88,90,88,47,,65,52,76,75,35,6,6,6,,,45,45,,,,,62,25,22,45,85,88,68
Bills,Corey,Graham,FS,76,86,89,86,62,,70,25,72,84,35,6,6,6,,,45,45,,,,,78,20,20,68,94,88,85
Bills,Duke,Williams,FS,66,88,88,88,54,,64,37,53,90,31,6,6,6,,,45,45,,,,,69,22,24,60,90,94,87
Bills,Reggie,Bush,HB,77,86,90,88,61,,78,52,69,90,35,35,30,20,,,43,32,,,,,35,25,26,85,85,73,64
Bills,Mike,Gillislee,HB,61,86,88,89,58,,83,66,60,76,40,35,30,20,,,70,60,,,,,33,26,20,60,93,88,78
Bills,LeSean,McCoy,HB,85,90,91,98,64,,85,60,67,89,30,35,30,20,,,45,39,,,,,28,11,21,25,95,88,85
Bills,Jonathan,Williams,HB,56,85,90,91,67,,73,76,52,86,26,20,18,15,,,64,28,,,,,31,21,20,62,87,85,80
Bills,Karlos,Williams Sr.,HB,76,90,89,83,68,,85,86,60,83,35,30,25,15,,,70,66,,,,,49,19,17,76,79,80,79
Bills,Dan,Carpenter,K,61,58,58,52,50,,48,20,45,45,50,15,15,15,,,20,20,,,,,20,96,87,10,82,83,68
Bills,Jordan,Gay,K,48,69,70,66,41,,60,10,52,64,57,52,50,35,,,31,31,,,,,22,95,78,10,84,90,60
Bills,Lavar,Edwards,LE,65,77,85,73,72,,48,33,35,81,16,6,6,6,,,45,45,,,,,77,15,25,10,75,95,85
Bills,IK,Enemkpali,LE,63,71,80,69,81,,60,42,50,86,25,6,6,6,,,45,45,,,,,77,19,19,10,75,91,85
Bills,Shaq,Lawson,LE,68,82,87,78,85,,26,32,39,83,22,6,6,6,,,27,39,,,,,85,20,19,9,80,84,84
Bills,Richie,Incognito,LG,88,71,76,54,92,,40,10,31,45,14,6,6,6,,,87,96,,,,,25,8,9,10,91,89,97
Bills,Cyril,Richardson,LG,55,59,77,50,89,,40,35,40,72,21,6,6,6,,,69,81,,,,,26,21,30,10,70,92,72
Bills,Lorenzo,Alexander,LOLB,72,66,74,68,83,,55,30,38,67,30,6,6,6,,,45,45,,,,,79,25,25,10,84,90,85
Bills,Randell,Johnson,LOLB,60,84,85,74,75,,54,40,50,90,34,6,6,6,,,45,45,,,,,76,28,28,10,85,85,70
Bills,Manny,Lawson,LOLB,76,85,86,80,72,,65,10,59,86,13,6,6,6,,,45,45,,,,,73,26,25,10,83,89,79
Bills,Cordy,Glenn,LT,89,67,78,68,93,,40,25,33,63,16,6,6,6,,,94,80,,,,,24,14,29,10,83,89,83
Bills,Seantrel,Henderson,LT,76,70,82,59,83,,40,24,35,75,25,6,6,6,,,69,75,,,,,40,28,15,11,69,82,65
Bills,Preston,Brown,MLB,78,76,86,85,81,,65,55,63,84,25,6,6,6,,,45,45,,,,,81,18,20,10,93,97,85
Bills,Jamari,Lattimore,MLB,72,79,83,74,69,,50,55,40,80,40,6,6,6,,,45,45,,,,,81,30,30,10,84,90,79
Bills,Kevin,Reddick,MLB,66,80,89,72,76,,64,48,49,81,25,6,6,6,,,45,45,,,,,79,22,25,10,92,89,86
Bills,Colton,Schmidt,P,60,64,64,61,50,,49,10,39,63,50,45,42,25,,,25,29,,,,,23,89,89,10,82,92,61
Bills,Cardale,Jones,QB,59,81,85,78,73,,66,72,36,79,96,73,69,68,,,17,33,,,,,32,26,22,23,91,90,88
Bills,E.J.,Manuel,QB,64,82,81,85,71,,71,55,59,81,92,79,78,73,,,35,40,,,,,39,19,14,25,94,87,87
Bills,Tyrod,Taylor,QB,85,87,91,88,58,,72,37,65,87,91,87,82,79,,,23,25,,,,,37,19,17,15,94,89,84
Bills,Leger,Douzable,RE,74,59,74,61,82,,40,20,30,70,26,6,6,6,,,45,45,,,,,83,25,25,6,66,91,75
Bills,Jerry,Hughes,RE,86,82,86,81,66,,45,10,29,85,13,6,6,6,,,45,45,,,,,80,26,25,10,84,91,97
Bills,Max,Valles,RE,49,78,87,78,69,,55,35,55,86,36,6,6,6,,,45,45,,,,,66,37,16,10,82,92,76
Bills,Ryan,Groy,RG,58,65,80,59,82,,35,15,20,66,20,6,6,6,,,76,72,,,,,33,12,15,10,78,88,76
Bills,John,Miller,RG,72,65,79,51,86,,39,25,32,78,15,6,6,6,,,73,75,,,,,42,11,15,10,78,85,86
Bills,Zach,Brown,ROLB,77,88,88,88,63,,60,10,74,87,17,6,6,6,,,45,45,,,,,88,21,20,10,88,90,64
Bills,Reggie,Ragland,ROLB,66,82,87,89,79,,36,26,49,83,25,5,5,5,,,26,29,,,,,82,19,19,10,88,91,92
Bills,Cyrus,Kouandjio,RT,58,52,78,60,84,,35,20,30,77,26,6,6,6,,,77,83,,,,,35,25,25,10,83,78,69
Bills,Jordan,Mills,RT,70,58,79,59,84,,45,25,35,72,19,6,6,6,,,77,76,,,,,44,12,15,10,85,93,73
Bills,Colt,Anderson,SS,69,83,89,82,62,,65,44,46,79,35,6,6,6,,,45,45,,,,,66,40,33,45,90,85,84
Bills,Robert,Blanton,SS,69,86,89,85,54,,65,45,67,86,25,6,6,6,,,45,45,,,,,81,15,11,29,90,96,88
Bills,Jonathan,Meeks,SS,49,85,84,90,67,,65,45,57,83,25,6,6,6,,,45,45,,,,,65,25,25,10,89,93,79
Bills,Phillip,Thomas,SS,62,80,87,90,78,,74,52,70,94,25,6,6,6,,,45,45,,,,,64,19,17,31,94,83,85
Bills,Aaron,Williams,SS,75,89,88,86,62,,60,45,60,90,27,6,6,6,,,45,45,,,,,65,10,11,71,90,90,70
Bills,Blake,Annen,TE,44,87,87,76,77,,72,67,70,84,30,20,15,10,,,60,69,,,,,62,19,22,10,84,92,69
Bills,Charles,Clay,TE,77,82,89,81,65,,81,79,83,70,35,6,6,6,,,79,77,,,,,40,26,26,20,91,97,84
Bills,Jim,Dray,TE,74,74,81,75,72,,69,64,71,69,17,6,6,6,,,62,69,,,,,33,30,29,10,84,87,77
Bills,Chris,Gragg,TE,57,85,89,83,67,,71,66,77,90,35,15,10,6,,,53,69,,,,,39,30,30,25,85,77,72
Bills,Nick,O'Leary,TE,62,75,78,73,73,,72,68,84,78,30,15,10,6,,,56,68,,,,,44,35,35,30,85,88,92
Bills,Jarrett,Boykin,WR,69,79,88,83,68,,70,67,76,87,32,15,10,6,,,55,47,,,,,35,19,15,33,88,86,75
Bills,Marcus,Easley,WR,67,89,90,84,68,,70,70,76,88,30,15,10,6,,,45,47,,,,,52,25,20,40,84,73,75
Bills,Marquise,Goodwin,WR,71,95,96,91,42,,69,38,75,87,34,15,10,6,,,32,44,,,,,25,21,20,83,90,86,67
Bills,Leonard,Hankerson,WR,62,89,91,86,61,,70,66,78,90,35,15,10,6,,,29,49,,,,,34,18,18,54,90,83,75
Bills,Kolby,Listenbee,WR,54,93,89,83,70,,71,26,82,88,29,25,20,18,,,38,41,,,,,27,23,22,48,90,91,86
Bills,Greg,Little,WR,72,85,90,85,74,,79,77,74,95,30,15,10,6,,,38,35,,,,,42,25,30,54,92,93,78
Bills,Walter,Powell,WR,50,89,90,90,45,,69,41,80,82,35,15,10,6,,,35,40,,,,,25,30,30,76,92,88,72
Bills,Greg,Salas,WR,68,85,88,85,67,,72,68,82,88,21,15,10,6,,,35,45,,,,,33,20,22,60,93,79,95
Bills,Sammy,Watkins,WR,86,92,91,96,69,,61,55,88,88,40,20,20,15,,,33,62,,,,,25,24,24,84,95,88,86
Bills,Robert,Woods,WR,74,90,87,87,55,,69,52,79,89,34,28,24,20,,,45,43,,,,,39,25,22,78,92,94,79
Broncos,Sam,Brenner,C,61,69,80,62,87,,40,15,40,78,22,6,6,6,,,73,81,,,,,55,18,22,10,78,89,76
Broncos,James,Ferentz,C,52,65,78,58,79,,40,30,26,67,15,6,6,6,,,79,74,,,,,40,24,20,10,84,90,88
Broncos,Matt,Paradis,C,70,60,80,52,84,,22,20,25,67,22,6,6,6,,,76,84,,,,,35,20,20,10,80,85,88
Broncos,Lorenzo,Doss,CB,62,89,92,83,61,,62,25,79,83,30,15,10,10,,,45,45,,,,,36,20,15,55,87,92,78
Broncos,Chris,Harris Jr.,CB,95,91,88,96,52,,60,19,79,90,35,6,6,6,,,45,45,,,,,60,25,25,67,95,92,86
Broncos,Taurean,Nixon,CB,48,93,89,86,65,,64,25,57,89,20,10,10,10,,,45,45,,,,,50,22,17,67,88,85,65
Broncos,Bradley,Roby,CB,81,93,92,91,55,,55,15,69,82,15,6,6,6,,,45,45,,,,,53,11,12,72,92,87,70
Broncos,Aqib,Talib,CB,89,88,93,91,64,,74,40,83,96,40,6,6,6,,,45,45,,,,,61,25,25,67,94,87,85
Broncos,Kayvon,Webster,CB,62,90,93,88,53,,64,33,59,87,35,6,6,6,,,45,45,,,,,71,20,20,45,95,91,88
Broncos,Darius,Kilgo,DT,51,66,77,71,92,,45,41,37,71,19,6,6,6,,,45,45,,,,,76,25,25,10,73,88,78
Broncos,David,Moala,DT,50,61,76,65,72,,41,29,36,71,23,6,6,6,,,44,44,,,,,76,17,17,9,85,86,82
Broncos,Sylvester,Williams,DT,75,69,81,65,84,,44,24,25,72,29,6,6,6,,,45,45,,,,,75,15,14,10,76,93,75
Broncos,Andy,Janovich,FB,55,79,87,74,84,,70,78,40,82,28,15,10,5,,,63,69,,,,,38,20,21,33,84,87,82
Broncos,Brandian,Ross,FS,71,85,90,84,55,,55,28,61,91,40,6,6,6,,,45,45,,,,,53,25,25,55,90,93,65
Broncos,Justin,Simmons,FS,57,88,91,90,69,,62,53,73,87,26,15,10,10,,,23,28,,,,,79,20,19,48,89,88,79
Broncos,Darian,Stewart,FS,82,84,86,88,67,,60,54,66,85,21,6,6,6,,,45,45,,,,,71,17,19,30,86,89,91
Broncos,C.J.,Anderson,HB,82,89,90,89,72,,91,88,63,83,25,35,30,20,,,63,52,,,,,35,10,11,69,86,94,80
Broncos,Kapri,Bibbs,HB,51,83,88,84,73,,75,81,50,79,15,35,30,20,,,47,46,,,,,35,15,15,60,91,92,76
Broncos,Devontae,Booker,HB,64,87,89,87,74,,82,64,63,82,27,24,22,18,,,62,36,,,,,35,21,20,60,93,90,85
Broncos,Ronnie,Hillman,HB,76,92,91,93,55,,79,59,64,89,25,35,30,20,,,57,45,,,,,31,22,19,45,95,78,81
Broncos,Juwan,Thompson,HB,61,85,88,84,75,,82,81,61,86,32,35,30,20,,,49,45,,,,,51,20,22,66,85,94,79
Broncos,Brandon,McManus,K,66,77,85,75,40,,40,10,35,67,35,15,15,15,,,17,15,,,,,24,97,89,10,75,95,75
Broncos,Calvin,Heurtelou,LE,50,60,75,65,90,,41,29,36,68,23,6,6,6,,,44,44,,,,,81,17,17,9,83,79,82
Broncos,Vance,Walker,LE,81,57,78,59,79,,40,10,20,50,25,6,6,6,,,45,45,,,,,80,24,20,10,78,91,80
Broncos,Derek,Wolfe,LE,86,75,85,69,89,,40,40,33,84,20,6,6,6,,,45,45,,,,,89,10,10,10,91,89,88
Broncos,Max,Garcia,LG,66,64,77,50,89,,35,15,25,77,25,6,6,6,,,72,86,,,,,36,20,20,10,80,88,86
Broncos,Justin,Murray,LG,43,75,84,71,75,,64,20,42,72,30,6,6,6,,,76,72,,,,,41,22,21,10,85,87,80
Broncos,Shaquil,Barrett,LOLB,83,81,84,74,72,,47,33,58,73,15,6,6,6,,,45,45,,,,,76,27,24,10,88,88,85
Broncos,Vontarrius,Dora,LOLB,53,72,83,74,76,,30,40,45,77,30,6,6,6,,,45,45,,,,,78,30,30,6,85,89,83
Broncos,Von,Miller,LOLB,92,87,89,87,85,,65,40,47,80,19,6,6,6,,,45,45,,,,,94,21,15,10,92,93,88
Broncos,Lars,Hanson,LT,43,62,72,65,84,,64,20,42,70,30,6,6,6,,,76,72,,,,,41,22,21,10,85,87,75
Broncos,Russell,Okung,LT,87,62,76,71,88,,40,10,20,73,26,6,6,6,,,83,83,,,,,28,35,8,14,88,80,88
Broncos,Ty,Sambrailo,LT,69,60,76,59,77,,44,15,35,78,25,6,6,6,,,78,75,,,,,39,40,34,10,72,90,87
Broncos,Todd,Davis,MLB,65,76,84,75,78,,65,50,53,85,25,6,6,6,,,45,45,,,,,83,22,18,10,84,94,87
Broncos,Brandon,Marshall,MLB,91,85,87,81,77,,55,43,67,81,25,6,6,6,,,45,45,,,,,93,20,20,10,97,89,75
Broncos,Corey,Nelson,MLB,54,85,88,82,76,,62,35,55,78,26,6,6,6,,,45,45,,,,,79,26,26,10,89,82,74
Broncos,Dekoda,Watson,MLB,64,83,89,84,65,,35,25,57,88,25,6,6,6,,,45,45,,,,,73,22,22,10,89,84,64
Broncos,Britton,Colquitt,P,67,66,66,60,35,,47,12,22,40,42,28,27,25,,,15,16,,,,,25,88,88,11,88,92,55
Broncos,Riley,Dixon,P,50,78,81,79,63,,50,41,38,87,39,35,30,22,,,10,20,,,,,34,88,84,10,89,88,79
Broncos,Paxton,Lynch,QB,68,79,84,83,74,,64,68,36,80,93,82,77,75,,,17,33,,,,,24,21,20,17,92,91,94
Broncos,Mark,Sanchez,QB,77,70,78,70,59,,47,33,65,64,87,82,79,73,,,12,18,,,,,19,15,18,10,94,88,80
Broncos,Trevor,Siemian,QB,52,74,81,75,63,,66,35,40,78,79,81,77,67,,,21,14,,,,,25,20,15,5,90,78,83
Broncos,Jared,Crick,RE,77,73,81,64,78,,55,40,30,81,28,6,6,6,,,45,45,,,,,81,17,22,10,82,74,95
Broncos,Adam,Gotsis,RE,61,76,76,67,84,,43,41,48,79,23,5,5,5,,,38,40,,,,,80,17,17,9,79,87,81
Broncos,Shaneil,Jenkins,RE,41,78,87,80,78,,43,33,39,73,22,6,6,6,,,44,45,,,,,77,21,19,9,85,87,82
Broncos,Billy,Winn,RE,66,74,82,71,78,,40,25,50,74,10,6,6,6,,,45,45,,,,,82,24,21,10,76,87,87
Broncos,Eddie,Yarbrough,RE,44,79,86,77,85,,42,33,38,78,22,6,6,6,,,46,45,,,,,77,20,19,9,76,77,82
Broncos,Connor,McGovern,RG,58,69,83,67,87,,33,29,29,76,21,6,6,6,,,71,76,,,,,30,20,21,8,85,90,94
Broncos,Robert,Myers Jr.,RG,46,57,78,48,87,,30,35,35,76,19,6,6,6,,,71,76,,,,,32,22,20,10,69,86,84
Broncos,Kenny,Anunike,ROLB,56,78,84,68,75,,43,45,58,86,23,6,6,6,,,45,45,,,,,73,16,23,10,87,80,69
Broncos,Shane,Ray,ROLB,66,83,86,82,75,,60,55,52,83,24,6,6,6,,,45,45,,,,,74,15,17,10,83,89,74
Broncos,Sadat,Sulleyman,ROLB,48,77,84,78,80,,45,45,55,80,25,6,6,6,,,45,45,,,,,78,22,29,10,89,85,85
Broncos,DeMarcus,Ware,ROLB,88,81,82,84,84,,65,44,53,75,19,6,6,6,,,45,45,,,,,73,21,15,10,84,87,90
Broncos,Michael,Schofield,RT,75,71,82,56,78,,29,15,45,66,17,6,6,6,,,71,73,,,,,35,20,21,10,85,94,61
Broncos,Donald,Stephenson,RT,72,72,83,72,84,,35,15,25,86,22,6,6,6,,,71,77,,,,,54,15,15,10,92,84,82
Broncos,Darrion,Weems,RT,65,56,66,54,85,,29,15,25,65,18,6,6,6,,,76,74,,,,,33,11,15,10,75,87,72
Broncos,Antonio,Glover,SS,42,84,91,87,77,,64,45,68,88,22,6,6,6,,,45,45,,,,,73,21,21,50,89,92,82
Broncos,Shiloh,Keo,SS,61,80,87,75,72,,69,55,58,78,20,15,10,10,,,45,45,,,,,75,17,21,72,91,90,95
Broncos,Will,Parks,SS,53,85,87,83,74,,68,54,71,81,27,6,6,6,,,20,28,,,,,74,22,24,35,89,89,82
Broncos,T.J.,Ward,SS,77,88,91,82,68,,55,39,63,85,17,15,10,10,,,45,45,,,,,76,26,15,62,98,90,95
Broncos,Garrett,Graham,TE,69,78,82,74,66,,69,62,75,86,36,15,10,6,,,45,69,,,,,30,65,55,15,85,87,65
Broncos,Virgil,Green,TE,73,84,88,82,64,,72,66,79,83,24,15,10,6,,,73,74,,,,,40,19,12,7,84,88,65
Broncos,Jeff,Heuerman,TE,57,79,87,74,78,,74,69,77,84,40,15,10,6,,,68,73,,,,,35,22,21,10,89,84,83
Broncos,Casey,Kreiter,TE,60,70,82,63,68,,64,19,61,70,10,10,10,10,,,72,46,,,,,49,11,14,10,85,91,82
Broncos,Henry,Krieger-Coble,TE,40,75,85,76,66,,70,72,73,80,30,15,10,6,,,62,69,,,,,45,21,19,18,88,90,85
Broncos,Bralon,Addison,WR,42,89,88,91,63,,71,40,75,82,27,15,10,6,,,31,45,,,,,27,25,15,89,86,77,78
Broncos,Marlon,Brown,WR,74,87,87,87,57,,71,45,80,88,35,15,10,10,,,42,53,,,,,45,20,20,65,88,82,72
Broncos,Bennie,Fowler,WR,70,93,89,86,70,,69,66,80,86,30,15,10,6,,,42,56,,,,,42,25,30,67,85,82,66
Broncos,Mose,Frazier,WR,45,87,87,90,65,,70,45,82,87,32,25,20,15,,,29,30,,,,,19,20,22,75,85,85,82
Broncos,Cody,Latimer,WR,48,90,90,88,75,,70,68,78,91,32,15,10,6,,,51,62,,,,,35,19,19,25,88,82,87
Broncos,Jordan,Norwood,WR,77,82,87,93,45,,78,30,82,79,38,15,15,15,,,32,42,,,,,24,18,15,76,85,87,55
Broncos,DeVier,Posey,WR,59,90,89,88,59,,64,55,75,89,35,15,10,6,,,46,39,,,,,32,20,18,75,88,85,69
Broncos,Emmanuel,Sanders,WR,88,93,93,94,42,,69,30,94,92,35,15,10,6,,,26,37,,,,,25,30,30,83,91,87,78
Broncos,Demaryius,Thomas,WR,88,91,92,94,77,,66,73,86,95,35,15,10,6,,,45,65,,,,,22,14,22,60,90,89,93
Browns,Cameron,Erving,C,73,67,75,72,84,,45,25,45,79,30,6,6,6,,,73,73,,,,,56,25,25,10,85,93,73
Browns,Garth,Gerhart,C,66,57,72,59,85,,40,15,33,80,30,6,6,6,,,74,77,,,,,42,25,25,10,84,81,87
Browns,Trey,Caldwell,CB,47,89,94,92,66,,61,26,55,86,22,35,30,20,,,36,28,,,,,67,11,10,75,89,89,83
Browns,Pierre,Desir,CB,64,87,92,90,50,,64,33,76,92,35,6,6,6,,,45,45,,,,,54,20,20,56,87,93,69
Browns,Charles,Gaines,CB,65,90,90,88,49,,60,30,68,84,20,10,10,10,,,45,45,,,,,39,22,17,72,91,87,80
Browns,Justin,Gilbert,CB,65,93,91,91,63,,65,25,75,87,26,6,6,6,,,45,45,,,,,53,21,17,75,94,95,84
Browns,Joe,Haden,CB,82,89,91,97,61,,60,35,78,94,35,6,6,6,,,45,45,,,,,60,10,11,25,98,95,89
Browns,Eric,Patterson,CB,55,88,90,83,70,,52,41,50,91,30,15,10,10,,,45,45,,,,,46,20,15,70,89,88,78
Browns,Jamar,Taylor,CB,68,91,94,89,62,,55,25,55,87,35,6,6,6,,,45,45,,,,,61,22,25,50,95,85,90
Browns,K'Waun,Williams,CB,77,87,91,92,38,,60,25,65,88,36,6,6,6,,,45,45,,,,,57,26,26,45,92,91,74
Browns,Tramon,Williams,CB,86,84,89,88,54,,75,35,73,90,25,6,6,6,,,45,45,,,,,47,20,20,69,96,93,77
Browns,Jamie,Meder,DT,69,64,73,74,85,,40,44,35,60,28,6,6,6,,,45,43,,,,,67,17,16,10,87,91,92
Browns,Danny,Shelton,DT,73,51,74,55,93,,40,50,25,79,27,6,6,6,,,45,56,,,,,87,35,25,10,74,90,85
Browns,Malcolm,Johnson,FB,54,82,86,78,71,,74,70,67,82,25,20,15,10,,,58,59,,,,,48,25,24,65,84,91,65
Browns,Sean,Baker,FS,61,81,86,80,74,,60,49,66,83,30,10,10,10,,,45,45,,,,,75,25,25,55,91,93,87
Browns,Don,Jones,FS,56,90,92,90,64,,60,25,56,97,20,15,10,10,,,45,45,,,,,68,25,15,40,88,91,69
Browns,Rahim,Moore Sr.,FS,72,86,90,89,63,,67,30,75,89,24,15,10,10,,,45,45,,,,,68,14,15,45,90,95,74
Browns,Jordan,Poyer,FS,63,86,92,85,64,,65,25,72,79,30,6,6,6,,,45,45,,,,,52,25,25,65,93,92,74
Browns,Isaiah,Crowell,HB,75,86,91,92,75,,78,84,54,89,32,35,30,20,,,42,45,,,,,40,20,22,70,85,93,75
Browns,Duke,Johnson Jr.,HB,74,90,89,88,70,,82,56,70,83,40,30,25,15,,,40,29,,,,,36,22,25,76,86,79,71
Browns,Raheem,Mostert,HB,56,92,94,87,72,,73,56,63,90,30,35,30,20,,,42,49,,,,,35,25,25,86,89,87,81
Browns,Glenn,Winston,HB,40,81,83,84,73,,82,83,59,87,30,30,25,20,,,48,50,,,,,29,25,25,60,82,85,85
Browns,Travis,Coons,K,60,73,75,64,41,,40,25,34,49,29,37,33,27,,,16,24,,,,,33,87,86,10,88,95,65
Browns,Patrick,Murray,K,48,62,70,64,32,,45,10,33,60,42,35,30,25,,,17,16,,,,,29,92,85,10,85,90,60
Browns,Armonty,Bryant,LE,66,75,84,80,67,,45,45,45,82,23,6,6,6,,,45,45,,,,,76,16,23,10,75,95,69
Browns,Desmond,Bryant,LE,80,71,82,62,84,,35,15,36,65,19,6,6,6,,,45,45,,,,,84,27,24,10,77,85,75
Browns,Nick,Hayden,LE,76,62,78,54,84,,48,40,42,70,30,6,6,6,,,45,45,,,,,78,30,30,10,82,90,88
Browns,Joel,Bitonio,LG,85,72,84,74,85,,40,28,28,79,16,6,6,6,,,80,86,,,,,21,24,21,10,88,92,91
Browns,Kaleb,Johnson,LG,57,66,79,53,86,,41,33,37,73,29,6,6,6,,,76,78,,,,,47,25,21,11,82,91,84
Browns,Cam,Johnson,LOLB,55,79,86,77,72,,37,25,40,86,33,6,6,6,,,45,45,,,,,78,22,21,10,87,76,80
Browns,Barkevious,Mingo,LOLB,71,85,88,84,69,,55,55,53,91,25,6,6,6,,,45,45,,,,,82,19,14,10,95,90,72
