team,first_name,last_name,position,awareness,speed,acceleration,agility,strength,elusiveness,carrying,trucking,catching,jumping,throw_power,throw_accuracy_short,throw_accuracy_mid,throw_accuracy_deep,throw_on_the_run,throw_accuracy,pass_block,run_block,pass_block_power,pass_block_finesse,run_block_power,run_block_finesse,tackle,kick_power,kick_accuracy,kick_return,stamina,injury,toughness,handedness,jersey_number,height,weight,age,birthdate,years_pro,college,draft_round,draft_pick,contract_length,contract_years_left,total_salary,signing_bonus,role_one,role_two,pro_bowl,nfl_icon,hair_style,hair_color,skin_color,tattoo_left,tattoo_right,tendency,face_id,sleeves,left_hand,right_hand,left_wrist,right_wrist,left_elbow,right_elbow,left_knee,right_knee,left_shoe,right_shoe,neck_pad,mouthpiece,breathing_strip,eye_black,helmet,face_mask,visor
49ers,Aldrick,Robinson,WR,78,92,91,93,38,88,63,30,79,87,35,15,10,6,10,30,36,59,25,26,25,29,31,22,22,77,88,90,65,Right,19,70,187,29,9/24/1988,7,Southern Methodist,6,18,2,2,4000000,500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Trent,Taylor,WR,59,86,90,91,61,82,63,59,86,80,31,28,23,18,28,45,44,49,34,34,38,38,35,13,15,80,91,88,84,Right,81,68,180,23,4/30/1994,1,Louisiana Tech,5,49,4,4,2601948,201948,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Hroniss,Grasu,C,74,71,84,68,78,10,40,20,25,69,20,6,6,6,6,19,74,74,81,85,72,76,25,23,21,10,83,87,85,Right,55,75,302,26,8/12/1991,3,Oregon,3,7,4,2,3529420,761920,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Eric,Kush,C,69,70,82,69,79,11,40,15,40,76,22,6,6,6,6,28,79,74,76,76,77,77,55,18,22,10,82,87,85,Right,64,76,315,28,9/9/1989,5,California (PA),6,10,2,2,2700000,500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Cody,Whitehair,C,88,72,82,63,87,12,33,28,24,64,21,6,6,6,6,22,88,83,80,72,82,78,31,20,20,8,88,90,89,Right,65,76,310,25,7/11/1992,2,Kansas State,2,24,4,3,4224568,2364438,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Prince,Amukamara,CB,80,90,91,93,69,75,66,35,70,91,30,6,6,6,6,32,45,45,45,45,45,45,73,22,15,55,96,90,70,Right,20,72,203,28,6/6/1989,7,Nebraska,1,19,1,1,7000000,7000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Bryce,Callahan,CB,74,94,93,87,67,72,59,27,66,96,36,6,6,6,6,22,45,45,45,45,45,45,39,24,21,65,87,88,81,Right,37,70,190,26,10/23/1991,3,Rice,15,63,1,1,615000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Marcus,Cooper,CB,73,90,89,83,68,52,55,34,74,91,20,10,10,10,10,20,45,45,45,45,45,45,61,22,17,59,88,93,75,Right,31,74,195,27,2/1/1990,5,Rutgers,7,60,3,3,16000000,6000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Kyle,Fuller,CB,80,92,93,90,62,55,66,36,78,91,36,6,6,6,6,36,45,45,45,45,45,45,67,19,19,50,94,89,87,Right,23,72,190,25,2/16/1992,4,Virginia Tech,1,14,4,1,9687000,9687000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Deiondre',Hall,CB,51,88,88,94,61,72,63,26,72,91,27,6,6,6,6,26,13,18,43,44,43,44,56,18,17,78,89,88,77,Right,32,74,204,23,5/31/1994,2,Northern Iowa,4,31,4,3,2850982,510982,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Cre'Von,LeBlanc,CB,68,87,90,87,69,72,63,37,67,86,22,6,6,6,6,21,31,28,45,45,45,45,65,18,15,77,88,87,77,Right,22,71,190,23,7/25/1994,2,Florida Atlantic,15,63,3,2,1630000,17500,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Sherrick,McManis,CB,63,87,89,85,60,65,65,25,55,93,21,6,6,6,6,28,45,45,45,45,45,45,59,22,19,74,94,76,89,Right,27,73,193,30,12/19/1987,8,Northwestern,5,16,2,1,2850000,750000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Eddie,Goldman,DT,81,64,75,58,88,11,40,25,25,74,21,6,6,6,6,24,45,45,45,45,45,45,86,24,18,10,82,85,84,Right,91,76,320,23,1/6/1994,3,Florida State,2,7,4,2,5686314,3523969,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Michael,Burton,FB,77,81,87,73,82,44,70,62,62,82,30,15,15,10,10,25,72,51,69,65,65,55,45,14,14,35,79,91,83,Right,46,72,238,25,2/1/1992,3,Rutgers,5,40,2,2,2464356,184356,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Adrian,Amos,FS,81,93,92,84,73,54,65,40,60,86,30,15,10,10,15,30,45,45,45,45,45,45,58,25,25,35,88,92,66,Right,38,72,214,24,4/29/1993,3,Penn State,5,14,4,2,2512280,232280,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,DeAndre,Houston-Cars.,FS,52,88,91,91,64,58,61,48,69,84,26,6,6,6,6,25,14,24,44,43,44,43,77,20,19,31,90,89,86,Right,36,73,204,24,4/13/1993,2,William & Mary,6,25,2,2,1170000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Chris,Prosinski,FS,63,90,89,81,56,49,65,55,57,93,35,15,10,10,15,25,45,45,45,45,45,45,72,15,19,45,87,93,74,Right,43,73,213,30,4/28/1987,7,Wyoming,4,25,1,1,775000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Tarik,Cohen,HB,55,92,92,95,62,80,79,57,66,77,44,38,33,25,39,32,41,30,33,35,35,32,26,20,22,55,88,86,78,Right,29,66,180,22,7/26/1995,1,North Carolina A&T,4,23,4,4,3033156,633156,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Benny,Cunningham Jr,HB,76,87,90,84,76,52,85,86,64,84,25,35,30,20,15,20,66,45,52,48,45,45,35,10,10,83,90,84,88,Right,30,70,218,27,7/7/1990,5,Middle Tennessee State,15,63,1,1,855000,80000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Jordan,Howard,HB,89,90,91,89,80,80,89,88,66,86,28,22,18,16,16,22,68,40,49,47,44,43,39,21,20,42,88,87,79,Right,24,73,223,23,11/2/1994,2,Indiana,5,22,4,3,2588024,248024,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Taquan,Mizzell,HB,51,87,93,87,53,83,68,55,72,82,35,35,30,20,15,33,44,38,46,44,35,37,28,25,26,68,90,88,75,Right,33,70,189,24,10/21/1993,1,Virginia,15,63,3,3,1665000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Mike,Nugent,K,52,74,75,52,34,24,40,10,16,32,28,35,30,25,20,20,17,16,17,17,16,16,25,91,80,10,92,90,65,Right,1,70,190,35,3/2/1982,13,Ohio State,2,15,1,1,1000000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Cairo,Santos,K,60,77,76,74,33,25,35,10,25,60,25,15,15,15,15,22,17,17,17,17,16,16,22,95,88,10,84,95,60,Right,2,68,160,26,11/12/1991,4,Tulane,15,63,1,1,690000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Akiem,Hicks,LE,85,65,81,68,87,10,35,20,30,81,26,6,6,6,6,26,45,45,45,45,45,45,86,25,25,10,83,93,73,Right,96,77,334,28,11/16/1989,6,Regina (Canada),3,25,5,5,48000000,22000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,John,Jenkins,LE,66,65,78,65,92,10,40,45,30,65,25,6,6,6,6,18,45,45,45,45,45,45,79,23,17,10,75,88,76,Right,73,75,327,28,7/11/1989,5,Georgia,3,18,1,1,800000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Roy,Robertson-H.,LE,52,78,81,69,80,26,20,46,40,83,35,6,6,6,6,32,45,45,45,45,45,45,80,30,30,10,82,87,85,Right,95,79,281,24,7/23/1993,2,Texas-El Paso,15,63,3,2,1627000,17000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Cameron,Lee,LG,55,59,75,56,81,12,20,20,24,65,23,8,8,8,8,26,71,74,75,77,75,79,36,25,25,10,79,86,88,Right,63,77,312,23,12/28/1993,1,Illinois State,15,63,2,2,1020000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Kyle,Long,LG,85,74,85,69,84,10,45,35,40,70,67,6,6,6,6,44,86,74,83,88,82,80,55,14,14,15,90,88,97,Left,75,78,318,29,12/5/1988,5,Oregon,1,20,6,5,40000000,18000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Leonard,Floyd,LOLB,74,86,88,86,71,36,41,27,49,92,22,6,6,6,6,24,24,24,43,44,44,44,83,21,19,12,86,88,83,Right,94,77,246,25,9/8/1992,2,Georgia,1,9,4,3,15782990,15782990,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Christian,Jones,LOLB,75,81,89,84,71,15,59,45,61,83,15,6,6,6,6,17,45,45,45,45,45,45,80,14,12,10,86,94,83,Right,52,75,248,26,2/18/1991,4,Florida State,15,63,1,1,1500000,500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Pernell,McPhee,LOLB,85,77,82,79,92,31,40,10,42,67,12,6,6,6,6,12,45,45,45,45,45,45,83,10,18,10,91,85,87,Right,92,75,271,29,12/17/1988,7,Mississippi State,5,37,5,3,38750000,8500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Charles,Leno Jr,LT,77,64,79,64,81,24,24,25,25,72,10,6,6,6,6,12,81,72,76,85,73,78,35,11,15,10,84,90,75,Right,72,75,306,26,10/9/1991,4,Boise State,7,31,5,5,37000000,13697000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Bradley,Sowell,LT,72,63,74,62,83,10,35,21,40,78,16,6,6,6,6,25,72,72,77,75,72,71,40,21,11,10,83,91,66,Right,79,79,311,28,6/6/1989,6,Mississippi,15,63,1,1,855000,80000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Jonathan,Anderson,MLB,69,86,87,84,79,27,57,48,56,84,30,15,10,10,15,30,45,45,45,45,45,45,78,20,15,30,87,90,83,Right,40,75,236,26,10/27/1991,3,Texas Christian,15,63,2,2,1320000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Nick,Kwiatkoski,MLB,72,81,87,87,78,26,42,31,58,83,25,6,6,6,6,29,26,28,45,45,45,45,85,22,29,12,85,90,84,Right,44,74,242,24,5/26/1993,2,West Virginia,4,17,4,3,2915120,575120,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,John,Timu,MLB,68,79,87,75,85,37,63,25,66,78,20,6,6,6,6,20,45,45,45,45,45,45,75,20,20,10,90,88,87,Right,53,72,245,25,8/27/1992,3,Washington,15,63,1,1,615000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Danny,Trevathan,MLB,86,80,86,78,67,14,45,28,73,82,20,6,6,6,6,25,45,45,45,45,45,45,92,37,30,10,92,85,87,Right,59,73,239,27,3/24/1990,6,Kentucky,6,28,4,3,28000000,13500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Pat,O'Donnell,P,66,82,86,75,59,29,44,15,34,78,49,30,30,25,20,45,10,20,10,10,21,21,24,91,85,10,87,85,65,Right,16,76,217,26,2/22/1991,4,Miami (Fla.),6,15,4,1,2300000,100000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Mike,Glennon,QB,77,70,76,54,59,20,61,34,25,65,93,82,78,76,75,75,20,25,19,19,21,21,30,22,21,10,90,93,85,Right,8,78,227,28,12/12/1989,5,North Carolina State,3,9,3,3,45000000,18500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Mark,Sanchez,QB,70,71,78,70,59,41,47,33,65,64,87,80,74,70,75,77,12,18,12,12,18,18,19,15,18,10,94,88,80,Right,6,74,229,31,11/11/1986,9,USC,1,5,1,1,2000000,1000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Mitchell,Trubisky,QB,67,83,87,83,71,73,63,54,44,69,93,85,80,76,82,85,18,26,26,26,19,19,35,31,23,10,98,93,88,Right,10,75,221,23,8/20/1994,1,North Carolina,1,2,4,4,29032436,29032436,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Jonathan,Bullard,RE,59,75,86,76,80,22,26,38,36,84,22,6,6,6,6,21,31,38,45,44,44,45,82,21,19,9,82,89,87,Right,90,75,293,24,10/22/1993,2,Florida,3,8,4,3,3413520,826520,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Rashaad,Coward,RE,56,67,79,62,86,33,62,64,48,66,36,6,6,6,6,30,55,57,60,50,60,55,78,20,20,10,81,89,77,Right,69,77,320,23,11/6/1994,1,Old Dominion,15,63,2,2,1020000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Mitch,Unrein,RE,75,73,84,63,84,16,40,10,27,60,23,6,6,6,6,21,45,45,45,45,45,45,80,13,12,10,77,88,84,Right,98,76,300,30,3/25/1987,8,Wyoming,15,63,2,1,2260000,500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Tom,Compton,RG,71,71,81,57,90,15,35,19,29,79,31,6,6,6,6,16,73,77,76,64,81,73,35,27,15,10,86,94,85,Right,76,77,311,28,5/10/1989,6,South Dakota,6,33,1,1,1850000,850000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Josh,Sitton,RG,92,62,78,60,91,12,40,20,40,49,30,6,6,6,6,30,92,83,95,87,93,83,30,25,25,10,86,84,83,Right,71,75,319,31,6/16/1986,10,Central Florida,4,39,3,2,21000000,7250000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Sam,Acho,ROLB,73,81,85,74,71,25,40,40,53,75,14,6,6,6,6,7,45,45,45,45,45,45,83,13,20,10,86,88,82,Right,93,75,260,29,9/6/1988,7,Texas,4,7,1,1,855000,80000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Lamarr,Houston,ROLB,82,75,83,72,85,10,40,20,46,75,20,6,6,6,6,20,45,45,45,45,45,45,82,20,20,10,91,83,72,Right,99,75,274,30,6/24/1987,8,Texas,2,12,1,1,977941,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Isaiah,Irving,ROLB,52,77,84,82,73,31,31,29,44,86,22,6,6,6,6,21,45,45,45,45,45,45,79,20,19,9,81,87,79,Right,47,75,251,23,6/9/1994,1,San Jose State,15,63,2,2,1020000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Howard,Jones,ROLB,68,84,87,79,73,36,53,60,51,90,24,6,6,6,6,27,45,45,45,45,45,45,73,24,24,14,88,89,88,Right,57,76,238,27,2/10/1990,4,Shepherd,15,63,2,2,1320000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Willie,Young,ROLB,81,75,82,71,78,11,25,19,44,84,17,6,6,6,6,22,45,45,45,45,45,45,76,21,20,10,84,90,77,Right,97,76,258,32,9/19/1985,8,North Carolina State,7,21,3,2,9000000,3950000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Bobby,Massie,RT,76,65,77,66,83,21,40,42,40,76,10,6,6,6,6,8,76,73,83,70,87,79,30,8,7,10,82,90,91,Right,70,78,319,28,8/1/1989,6,Mississippi,4,16,3,2,18000000,6500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Jordan,Morgan,RT,58,60,76,65,89,14,22,29,25,68,25,6,6,6,6,24,74,78,73,78,76,84,27,11,11,10,81,91,87,Right,67,75,310,23,5/13/1994,1,Kutztown,5,3,4,4,2652000,290000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Deon,Bush,SS,62,87,91,82,71,60,62,53,64,93,27,15,10,10,15,27,14,24,44,43,43,43,67,21,18,42,88,89,83,Right,26,72,203,24,8/14/1993,2,Miami (Fla.),4,28,4,3,2866216,526216,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Quintin,Demps,SS,82,88,92,81,60,50,70,40,61,84,25,15,10,10,15,25,45,45,45,45,45,45,72,25,25,81,91,90,78,Right,21,71,213,32,6/29/1985,10,Texas-El Paso,4,21,3,3,13500000,4500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Eddie,Jackson,SS,66,88,90,86,63,72,73,48,78,84,21,6,6,6,6,22,45,48,45,45,45,45,67,20,19,83,89,80,64,Right,39,72,202,25,12/10/1992,1,Alabama,4,16,4,4,3065808,665808,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Ben,Braunecker,TE,43,83,89,73,77,45,63,71,70,88,30,20,15,10,10,33,70,73,65,65,65,70,42,21,19,18,86,87,76,Right,84,76,253,23,2/7/1994,2,Harvard,15,63,2,2,1170000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Daniel,Brown,TE,60,86,90,87,62,62,74,52,78,89,37,15,10,10,10,32,60,61,60,60,60,60,39,19,15,35,86,89,85,Right,85,77,241,25,5/26/1992,3,James Madison,15,63,1,1,615000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Andrew,DePaola,TE,65,79,84,83,76,19,63,31,66,82,42,9,9,9,9,30,71,72,59,55,60,55,61,11,11,10,76,92,93,Right,49,74,230,30,7/28/1987,6,Rutgers,15,63,1,1,690000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Zach,Miller,TE,82,85,89,81,71,71,74,65,93,84,70,63,61,57,72,58,71,78,51,49,54,50,25,20,20,30,78,82,77,Right,86,77,244,33,10/4/1984,9,Nebraska-Omaha,6,20,2,1,6000000,3000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Patrick,Scales,TE,62,67,79,71,69,28,65,34,57,77,38,6,6,6,6,41,69,55,67,64,69,65,56,13,13,10,81,90,75,Right,48,76,241,29,2/11/1988,7,Utah State,15,63,1,1,615000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Adam,Shaheen,TE,60,81,84,78,76,73,74,75,82,79,25,15,10,6,10,22,71,68,62,60,72,68,32,29,19,10,86,88,81,Right,87,78,274,23,10/24/1994,1,Ashland,2,13,4,4,5910516,3637216,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Dion,Sims,TE,77,80,88,75,76,49,75,81,83,87,35,10,10,10,10,30,55,59,67,61,69,65,44,25,25,20,86,79,74,Right,88,76,270,26,2/18/1991,5,Michigan State,4,10,3,3,18000000,6000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Josh,Bellamy,WR,74,89,89,86,63,69,75,49,77,88,40,10,10,10,10,31,45,56,44,42,45,46,39,30,22,72,86,92,76,Right,15,72,210,28,5/18/1989,6,Louisville,15,63,1,1,775000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Dontrelle,Inman,WR,78,88,87,92,54,72,70,62,88,85,35,15,10,6,10,28,35,62,35,33,51,49,39,61,54,72,87,92,74,Right,17,75,205,28,1/31/1989,7,Virginia,15,63,1,1,2746000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Cameron,Meredith,WR,86,89,93,91,67,79,67,58,89,90,29,15,10,6,10,25,45,58,45,40,40,45,35,18,18,25,88,87,85,Right,81,75,207,25,9/21/1992,3,Illinois State,15,63,3,1,1581000,6000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Markus,Wheaton,WR,77,90,93,92,51,84,72,42,83,90,35,35,30,20,15,31,33,51,34,31,37,32,29,14,15,76,92,93,76,Right,12,71,187,26,2/7/1991,5,Oregon State,3,15,2,2,11000000,6000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Kevin,White,WR,54,93,91,88,75,67,69,69,82,87,35,15,10,10,15,30,44,47,42,40,49,47,42,20,20,62,89,80,82,Right,11,75,216,25,6/25/1992,3,West Virginia,1,7,4,2,16563048,16563048,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Kendall,Wright,WR,78,90,91,93,54,84,74,61,85,90,33,15,10,6,10,35,40,46,40,35,45,40,30,16,17,73,95,96,77,Right,13,70,188,28,11/12/1989,6,Baylor,1,20,1,1,2000000,1000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bengals,Russell,Bodine,C,84,66,83,53,97,15,32,19,30,78,15,6,6,6,6,21,75,80,80,68,88,78,29,21,22,10,83,93,85,Right,61,75,308,25,6/30/1992,4,North Carolina,4,15,4,1,2676456,456456,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
