PRL2,PLHA,TLHA,PRHA,TRHA,PTHA,PFNA,PLNA,PPOS,TGID,PTSA,PSTA,PFPB,PVSB,PKAC,PACC,PMPC,PHED,PGID,POID,PSPD,PAGE,PBRE,PEYE,PTGH,PCPH,PLSH,PRSH,PCTH,PLTH,PRTH,PAGI,PSKI,PDPI,PPTI,PINJ,PTAK,PPBK,PRBK,PNEK,PFMK,PBTK,PTAL,PHCL,PUCL,PLEL,TLEL,PREL,TREL,PCOL,PROL,PLPL,PGSL,PTSL,PCYL,PHLM,PSTM,PHAN,PICN,PJEN,PTEN,PCON,PSBO,PVCO,PEGO,PFHO,PDRO,PTHP,PIMP,PJMP,PYRP,PSXP,PCAR,PTAR,PJER,PMOR,PKPR,PSTR,POVR,PAWR,PLWR,TLWR,PRWR,TRWR,PFAS,PMAS,PSBS,PFCS,PMCS,PFGS,PCHS,PFHS,PMHS,PVIS,POPS,PLSS,PFTS,PMTS,PUTS,PVTS,PMUS,PHGT,PWGT,PCMT,PKRT,PYWT,PLHY,PJTY,PSTY,PFEx
0,0,0,0,0,82,Aaron,Rodgers,0,20,1800,95,0,140,18,69,0,7,26668,26668,66,23,0,0,87,0,0,0,25,0,0,65,0,24,1015,91,19,12,18,0,1,55,0,2,0,0,0,0,0,28,45,100,2,3,5,0,50,0,0,12,2,7,140,7,84,0,1,91,57,59,2,832,50,0,1,95,15,54,76,62,1,1,2,0,2,7,0,10,3,10,6,10,3,0,0,4,10,7,3,1800,0,74,50,666,0,2,-31,0,0,164
45,0,0,0,0,78,Ingle,Martin,0,20,96,92,0,24,18,84,0,7,27404,27404,78,25,0,0,80,0,0,0,70,0,0,83,0,15,1015,90,37,15,17,0,1,68,0,2,0,0,0,0,0,67,45,100,0,0,2,2,40,0,0,7,1,3,24,3,84,0,5,88,45,77,1,0,64,0,1,97,15,58,71,48,1,1,0,0,5,7,0,10,5,10,5,10,5,0,0,6,10,7,5,96,0,74,60,999,0,1,-31,0,0,150
18,0,0,0,0,88,Brett,Favre,0,20,7000,97,0,805,34,53,0,7,1196,1196,53,36,0,0,99,2,0,0,25,0,0,54,0,6,14,95,21,17,21,0,1,44,0,4,0,0,0,0,0,194,13,100,2,3,2,0,45,0,1,4,0,7,805,7,99,0,2,98,90,45,16,815,55,0,1,60,22,55,89,88,2,2,2,2,5,7,0,10,5,10,5,10,5,0,0,6,10,7,5,7000,0,74,65,149,0,15,-31,0,0,129
45,0,0,0,0,85,David,Carr,0,21,300,90,0,116,21,72,0,7,14813,14813,68,28,0,0,84,1,0,0,13,0,0,69,0,1,1009,95,18,15,12,0,8,66,0,2,0,0,0,0,0,66,45,100,3,3,2,0,40,0,0,8,1,2,116,2,80,0,1,92,66,49,5,843,45,0,1,97,22,63,83,70,1,1,0,0,5,7,0,10,5,10,5,10,5,0,0,6,10,7,5,300,0,75,70,78,10,0,-31,0,1,154
45,0,0,0,0,89,Jake,Delhomme,0,21,3800,91,1,435,36,64,0,7,1578,1578,64,32,0,0,67,2,0,0,33,0,0,64,0,63,1009,85,25,23,18,0,0,54,0,2,0,0,0,0,0,228,17,100,2,2,2,0,40,0,0,17,2,5,435,5,72,0,15,88,73,51,8,848,56,0,1,99,23,52,86,82,3,3,0,0,5,7,0,10,5,10,5,10,5,0,0,6,10,7,5,3800,0,74,55,475,0,4,-31,0,0,109
45,0,0,0,0,81,Matt,Cassel,0,22,90,90,0,54,15,66,0,7,27037,27037,64,25,0,1,85,0,0,0,25,0,0,67,0,16,1015,75,24,25,20,0,0,44,0,2,0,0,0,0,0,231,45,100,3,3,1,0,45,0,0,16,2,3,54,3,0,0,7,86,41,55,2,885,62,0,1,99,12,62,75,70,1,2,2,2,5,7,0,10,5,10,5,10,5,0,0,6,10,7,5,90,0,77,70,999,0,2,-31,0,0,158
9,0,0,0,0,96,Tom,Brady,0,22,6000,98,1,1758,17,62,0,7,1327,1327,60,30,0,1,95,1,0,0,43,0,0,60,0,33,1015,96,33,19,34,0,1,58,0,2,0,0,0,0,0,117,20,100,0,0,4,0,0,0,1,12,0,6,1758,6,88,0,6,92,98,47,7,881,60,0,1,99,18,62,98,98,1,1,2,2,5,7,0,10,5,10,5,10,5,0,0,6,10,7,5,6000,0,76,65,48,0,7,-31,0,0,46
45,0,0,0,0,80,Josh,McCown,0,23,600,83,0,54,25,79,0,7,15410,15410,76,28,0,0,72,1,0,0,60,0,0,75,0,16,19,81,20,14,14,0,1,62,0,2,0,0,0,0,0,183,45,100,0,0,1,0,0,0,0,12,1,2,54,2,65,0,3,90,63,50,5,948,55,0,1,95,17,59,79,66,2,2,2,2,5,7,0,10,5,10,5,10,5,0,0,6,10,7,5,600,0,76,52,589,10,0,-31,0,0,154
45,0,0,0,0,84,Andrew,Walter,0,23,154,92,0,72,24,57,0,7,26671,26671,54,25,0,0,80,0,0,0,29,0,0,58,0,5,1015,78,30,22,38,0,0,55,0,2,0,0,0,0,0,9,45,100,1,1,2,0,40,0,0,16,0,4,72,4,75,0,3,92,53,56,2,963,32,0,1,87,17,60,75,64,0,0,0,0,11,2,1,10,10,10,11,10,10,0,0,7,10,7,11,154,0,77,72,725,0,2,-31,0,0,154
12,0,0,0,0,82,JaMarcus,Russell,0,23,6600,94,0,294,20,76,0,7,27897,27897,74,22,0,0,85,0,0,0,45,0,0,77,2,1,1015,92,41,32,28,0,0,81,0,0,0,0,2,0,2,106,18,100,0,0,6,2,30,0,0,2,1,6,294,6,85,0,1,99,71,88,0,955,75,0,1,90,24,76,82,58,2,2,2,2,11,2,1,10,10,10,11,10,10,0,0,7,10,7,11,6600,0,78,105,937,14,0,-31,0,0,196
45,0,0,0,0,76,Ryan,Fitzpatrick,0,24,120,85,0,18,19,62,0,7,27061,27061,60,23,0,0,75,0,0,0,12,0,0,62,0,36,1015,90,12,13,14,0,1,55,0,2,0,0,0,0,0,75,45,100,0,0,1,0,0,0,0,11,2,3,18,3,0,0,7,86,35,55,2,977,52,0,1,99,12,54,69,64,2,2,0,2,5,7,0,10,5,10,5,10,5,0,0,6,10,7,5,120,0,74,61,999,0,2,-31,0,0,150
45,0,0,0,0,97,Marc,Bulger,0,24,400,88,0,230,18,54,0,7,12182,12182,57,30,0,0,70,1,0,0,23,0,0,56,0,2,1009,80,22,32,25,0,0,47,0,0,0,0,0,0,0,254,20,100,3,2,1,0,45,0,0,10,0,1,230,1,65,0,6,91,99,48,7,971,49,0,1,88,21,48,95,94,2,2,0,0,5,7,0,10,5,10,5,10,5,0,0,6,10,7,5,400,0,75,55,601,0,6,-31,0,0,68
45,0,0,0,0,84,Gus,Frerotte,0,24,630,82,0,75,27,54,0,7,389,389,52,36,0,0,62,2,0,0,19,0,0,52,0,3,1009,69,17,19,21,0,0,48,0,2,0,0,0,0,0,222,10,100,2,2,2,0,40,0,0,12,0,3,75,3,84,0,7,87,57,48,13,978,39,0,1,76,31,52,78,80,2,2,2,2,11,2,1,10,10,10,11,10,10,0,0,7,10,7,11,630,0,75,73,520,0,1,-31,0,0,153
45,0,0,0,0,74,Troy,Smith,0,25,160,90,0,24,17,84,0,7,27938,27938,80,23,0,0,80,0,0,0,40,0,0,88,2,37,1015,92,35,23,20,0,8,50,6,0,0,0,0,0,0,156,19,100,2,2,4,0,45,0,0,11,1,4,24,4,92,0,5,88,41,86,0,1041,67,0,1,90,19,60,70,52,0,0,0,0,5,7,0,10,5,10,5,10,5,0,0,6,10,7,5,160,0,72,65,941,20,0,-31,0,0,202
45,0,0,0,0,77,Kyle,Boller,0,25,750,90,0,135,33,68,0,7,16532,16532,69,26,0,1,79,1,0,0,29,0,0,66,0,19,1015,68,30,24,26,0,0,62,0,2,0,0,0,0,0,28,4,100,1,1,1,0,40,0,0,7,1,5,135,5,56,0,1,92,63,51,4,1012,49,0,1,85,19,55,79,72,2,2,2,2,5,7,0,10,5,10,5,10,5,0,0,6,10,7,5,750,0,75,60,506,0,4,-31,0,0,41
45,0,0,0,0,84,Steve,McNair,0,25,3200,95,1,385,22,69,0,5,1706,1706,68,34,0,0,99,2,0,0,32,0,0,64,2,3,30,67,16,35,28,0,1,66,0,0,12,0,0,0,0,6,14,100,3,3,4,0,40,0,1,9,1,5,385,5,82,0,1,86,78,62,12,1029,63,0,1,50,28,70,85,85,1,2,2,2,11,2,1,10,10,10,11,10,10,0,0,7,10,7,11,3200,0,74,75,314,0,1,-31,0,0,345
45,0,0,0,0,83,Jason,Campbell,0,26,1350,90,0,234,21,67,0,7,26672,26672,69,25,0,0,90,0,0,0,37,0,0,68,1,25,1015,92,27,11,11,0,1,62,0,0,0,0,0,0,0,14,45,100,2,2,4,0,45,0,0,17,1,6,234,6,86,0,1,91,68,67,2,1054,55,0,1,90,26,58,81,69,0,1,0,0,5,7,0,10,5,10,5,10,5,0,0,6,10,7,5,1350,0,76,61,724,0,2,-31,1,0,178
45,0,0,0,0,85,Mark,Brunell,0,26,4300,97,0,189,36,60,0,7,1039,1039,59,36,0,0,75,2,0,0,19,0,0,61,0,6,17,67,16,15,16,0,1,48,0,2,0,0,0,0,0,252,10,100,2,2,4,0,40,1,0,8,2,7,189,7,80,0,5,87,63,54,14,1053,55,0,1,85,31,48,79,77,0,0,2,2,5,7,0,10,5,10,5,10,5,0,0,6,10,7,5,4300,0,73,57,61,0,3,-31,0,0,62
45,0,0,0,0,80,Todd,Collins,0,26,450,83,0,30,19,48,0,7,651,651,50,35,0,0,61,2,0,0,25,0,0,51,0,13,1009,76,34,23,35,0,0,45,0,4,0,0,0,0,0,117,45,100,2,2,1,0,55,0,0,15,0,2,30,2,70,0,2,86,51,43,12,1058,38,0,1,95,14,54,74,79,2,2,2,2,5,7,0,10,5,10,5,10,5,0,0,6,10,7,5,450,0,76,65,999,0,1,-31,0,0,151
45,0,0,0,0,80,Jamie,Martin,0,27,180,82,0,12,34,49,0,7,1064,1064,50,37,0,0,60,2,0,0,32,0,0,45,0,63,1009,78,24,35,32,0,1,35,0,4,0,0,0,0,0,253,45,100,3,2,1,0,40,0,0,10,0,2,12,2,65,0,15,84,35,46,14,1118,36,0,1,97,19,53,70,74,2,2,2,2,2,7,0,10,3,10,6,10,3,0,0,4,10,7,3,180,0,74,46,999,0,1,-31,0,0,150
45,0,0,0,0,96,Drew,Brees,0,27,6000,93,0,1380,35,66,0,7,14118,14118,63,28,0,1,85,1,0,0,38,0,0,63,0,1,1009,82,26,25,26,0,8,52,0,2,0,0,0,0,0,169,17,100,0,0,5,0,0,0,0,9,2,6,1380,6,65,0,2,88,97,52,6,1095,54,0,1,97,21,55,95,94,2,2,2,2,5,7,0,10,5,10,5,10,5,0,0,6,10,7,5,6000,0,72,61,49,0,1,-31,0,0,48
45,0,0,0,0,80,Seneca,Wallace,0,28,100,88,0,39,19,87,0,5,16990,16990,85,27,0,0,77,1,0,0,75,0,0,87,1,13,1015,84,16,10,15,0,8,65,6,0,0,0,0,0,0,90,19,100,0,0,1,0,0,0,0,15,1,1,39,1,82,0,4,86,62,67,4,1177,66,0,0,95,10,52,81,69,2,0,2,0,2,7,0,10,3,10,6,10,3,0,0,4,10,7,3,100,0,71,36,999,10,4,-31,0,0,180
45,0,0,0,0,93,Matt,Hasselbeck,0,28,4700,91,1,1002,19,64,0,6,1221,1221,64,31,0,1,80,2,0,0,27,0,0,64,0,34,20,88,20,32,36,0,1,58,0,4,0,0,0,0,0,20,17,100,2,3,4,0,40,0,0,8,2,6,1002,6,72,0,6,89,90,58,8,1156,58,0,1,96,29,54,92,90,2,2,0,0,5,7,0,10,5,10,5,10,5,0,0,6,10,7,5,4700,0,76,63,212,0,6,-31,0,0,258
45,0,0,0,0,86,David,Greene,0,28,280,90,0,32,10,60,0,7,26676,26676,54,25,0,0,86,0,0,0,15,0,0,58,0,21,1015,90,16,10,10,0,1,48,0,2,0,0,0,0,0,70,45,100,0,0,2,0,0,1,0,11,0,4,32,4,77,0,3,82,37,55,2,1155,56,0,1,97,20,53,71,64,4,2,4,2,5,7,0,10,5,10,5,10,5,0,0,6,10,7,5,280,0,75,66,999,10,2,-31,0,0,150
45,0,0,0,0,80,Brian,St.Pierre,0,29,85,80,0,4,14,50,0,7,16713,16713,46,26,0,1,48,1,0,0,9,0,0,49,0,28,1009,74,14,21,9,0,0,40,0,0,0,0,0,0,0,20,45,100,1,1,1,0,40,0,0,2,0,1,4,1,73,0,5,82,27,42,4,1220,55,0,1,95,9,50,64,62,1,1,2,2,5,7,0,10,5,10,5,10,5,0,0,6,10,7,5,85,0,74,58,999,0,1,-31,0,0,157
45,0,0,0,0,85,Charlie,Batch,0,29,360,86,0,81,22,52,0,4,1145,1145,50,32,0,0,70,2,0,0,37,0,0,50,1,30,1009,55,17,24,23,0,11,55,0,0,0,0,0,0,0,58,45,100,1,1,2,4,40,0,0,16,0,3,81,3,67,0,2,87,65,52,9,1181,43,0,1,77,16,55,79,80,1,1,2,2,5,7,0,10,5,10,5,10,5,0,0,6,10,7,5,360,0,74,60,999,0,4,-31,0,0,25
45,0,0,0,0,85,Ben,Roethlisbergr,0,29,900,95,0,530,20,69,0,4,17271,17271,68,25,0,1,98,1,0,0,52,0,0,67,0,11,1015,77,45,15,12,0,1,69,0,4,0,0,0,0,0,116,18,100,1,1,2,0,40,0,1,7,1,5,530,5,0,0,1,90,87,74,3,1214,60,0,1,97,22,70,88,84,1,1,2,2,11,2,1,10,10,10,11,10,10,0,0,7,10,7,11,900,0,77,81,7,0,3,-31,0,0,409
45,0,0,0,0,87,Tim,Rattay,0,30,72,84,0,22,24,55,0,7,962,962,52,30,0,0,63,1,0,0,34,0,0,56,0,6,1009,83,34,34,23,0,0,45,0,2,0,0,0,0,0,101,45,100,2,2,1,0,75,0,0,13,0,1,22,1,70,0,7,86,57,46,7,1253,34,0,1,79,35,47,77,74,0,0,0,0,5,7,0,10,5,10,5,10,5,0,0,6,10,7,5,72,0,72,55,558,0,0,-31,0,0,154
45,0,0,0,0,84,Vince,Young,0,30,4800,94,0,576,20,92,0,7,27255,27255,90,24,0,0,85,0,0,0,64,0,0,92,2,3,1015,92,41,32,28,0,0,77,0,0,0,8,8,8,8,214,19,100,0,0,5,2,30,0,0,10,1,6,576,6,85,0,1,92,82,88,1,1270,78,0,1,80,24,68,87,65,2,2,2,2,5,7,0,10,5,10,5,10,5,0,0,6,10,7,5,4800,0,77,70,862,14,1,-31,0,1,196
45,0,0,0,0,82,Kerry,Collins,0,30,140,90,0,27,20,52,0,7,988,988,47,33,0,0,85,2,0,0,23,0,0,49,0,5,1009,96,13,18,30,0,8,60,0,2,0,0,0,0,0,164,45,100,1,2,1,0,32,0,0,5,0,1,27,1,85,0,1,93,62,48,12,1232,30,0,1,78,20,66,79,79,0,0,0,0,11,2,1,10,10,10,11,10,10,0,0,7,10,7,11,140,0,77,88,101,0,1,-31,0,0,91
45,0,0,0,0,84,Brooks,Bollinger,0,31,160,82,0,26,5,66,0,7,16586,16586,65,26,0,0,69,1,0,0,20,0,0,68,0,27,18,73,10,5,7,0,1,54,0,2,0,0,0,0,0,258,45,100,2,2,2,0,45,0,0,9,2,2,26,2,78,0,6,81,52,59,4,1272,59,0,1,95,5,55,73,65,3,3,0,0,2,7,0,10,3,10,6,10,3,0,0,4,10,7,3,160,0,73,45,759,0,1,-31,0,1,153
45,0,0,0,0,80,Tarvaris,Jackson,0,31,200,80,0,88,31,82,0,7,27261,27261,78,24,0,0,78,0,0,0,38,0,0,80,2,36,1015,84,35,7,10,0,11,64,0,0,0,0,0,0,0,5,19,100,0,0,3,4,94,0,0,7,1,4,88,4,50,0,2,91,62,70,1,0,60,0,0,80,49,62,77,58,1,1,0,0,5,7,0,10,5,10,5,10,5,0,0,6,10,7,5,200,0,74,65,999,11,1,-31,0,0,195
45,0,0,0,0,82,Sage,Rosenfels,0,32,640,82,0,72,30,63,0,7,14114,14114,60,29,0,0,65,1,0,0,15,0,0,60,0,14,1009,81,19,15,16,0,0,42,0,4,0,0,0,0,0,90,45,100,2,2,3,0,45,0,0,18,0,4,72,4,45,0,4,87,53,51,6,1340,45,0,1,95,26,54,75,70,5,2,5,2,5,7,0,10,5,10,5,10,5,0,0,6,10,7,5,640,0,76,56,999,0,1,-31,0,1,164
45,0,0,0,0,90,Matt,Schaub,0,32,3000,88,0,348,14,64,0,7,17275,17275,63,26,0,1,89,1,0,0,22,0,0,62,0,27,14,85,23,19,21,0,0,52,0,2,0,0,0,0,0,240,17,100,2,2,6,0,40,0,0,8,2,6,348,6,80,0,3,88,73,44,3,1342,55,0,1,98,22,64,83,74,3,3,3,3,11,2,1,10,10,10,11,10,10,0,0,7,10,7,11,3000,0,77,83,28,0,0,-31,0,0,164
45,0,0,0,0,77,Mike,McMahon,0,1009,0,92,0,0,26,74,0,7,14119,14119,73,28,0,1,86,1,0,0,25,0,0,73,0,18,1009,78,13,22,18,0,0,57,0,0,0,0,0,0,0,175,45,100,1,1,0,0,40,0,0,4,1,0,0,0,74,0,5,86,63,47,5,1760,53,0,1,84,18,57,77,73,0,2,0,2,2,7,0,10,3,10,6,10,3,0,0,4,10,7,3,0,0,74,48,312,0,31,-31,0,0,154
45,0,0,0,0,83,Koy,Detmer,0,1009,0,84,0,0,36,54,0,7,857,857,52,34,0,0,73,2,0,0,20,0,0,54,0,6,1009,75,18,25,16,0,1,35,0,2,0,0,0,0,0,41,45,100,1,1,0,0,45,0,0,10,0,0,0,0,80,0,7,78,47,40,10,1675,35,0,1,95,30,44,74,84,0,0,0,0,2,7,0,10,3,10,6,10,3,0,0,4,10,7,3,0,0,73,35,595,0,0,-31,0,0,154
45,0,0,0,0,77,Luke,McCown,0,1009,0,88,0,0,12,64,0,7,17284,17284,63,26,0,0,84,1,0,0,23,0,0,60,0,10,5,85,18,14,11,0,1,60,0,2,0,0,0,0,0,101,45,100,0,0,0,0,0,0,0,12,0,0,0,0,70,0,4,88,52,52,3,1756,50,0,1,90,12,54,72,66,1,1,0,2,2,7,0,10,3,10,6,10,3,0,0,4,10,7,3,0,0,75,48,999,0,2,-31,0,0,154
45,0,0,0,0,78,Aaron,Brooks,0,1009,0,91,0,0,19,70,0,7,12131,12131,72,31,0,0,84,2,0,0,31,0,0,75,2,36,1009,93,21,30,37,0,1,65,0,0,0,0,0,0,0,240,18,100,0,0,0,0,0,0,0,2,1,0,0,0,97,0,4,92,71,52,8,1641,36,0,1,70,17,62,79,68,3,2,3,2,2,7,0,10,3,10,6,10,3,0,0,4,10,7,3,0,0,76,45,53,0,0,-31,0,0,188
45,0,0,0,0,82,Shaun,King,0,1009,0,94,0,0,30,65,0,5,468,468,64,30,0,0,82,1,0,0,45,0,0,66,2,19,1009,84,11,25,34,0,1,51,0,0,0,0,0,0,0,221,45,100,2,2,0,0,60,0,0,10,2,0,0,0,75,0,2,81,51,66,6,1739,45,0,1,72,29,49,74,72,1,1,0,0,5,7,0,10,5,10,5,10,5,0,0,6,10,7,5,0,0,73,55,999,0,31,-31,0,0,306
45,0,0,0,0,81,Kurt,Kittner,0,1009,0,84,0,0,10,48,0,7,14939,14939,46,27,0,0,65,1,0,0,15,0,0,49,0,23,1,82,16,10,10,0,8,28,0,2,0,0,0,0,0,84,45,100,0,0,0,0,0,0,0,15,0,0,0,0,65,0,5,79,33,41,3,1741,39,0,1,95,20,51,64,67,2,2,0,2,5,7,0,10,5,10,5,10,5,0,0,6,10,7,5,0,0,74,61,999,10,31,-31,0,0,157
45,0,0,0,0,83,Craig,Krenzel,0,1009,0,84,0,0,10,62,0,7,24158,24158,60,26,0,0,50,0,0,0,15,0,0,62,0,16,2,80,16,10,10,0,1,58,0,1,0,0,0,0,0,156,45,100,0,0,0,0,0,0,0,6,2,0,0,0,59,0,5,77,41,55,2,1744,51,0,1,87,20,53,70,66,3,0,0,0,5,7,0,10,5,10,5,10,5,0,0,6,10,7,5,0,0,75,68,999,10,31,-31,0,0,150
45,0,0,0,0,80,Todd,Bouman,0,1009,0,85,0,0,32,47,0,7,1783,1783,49,35,0,1,72,2,0,0,30,0,0,53,0,63,1009,83,25,14,22,0,8,35,0,1,0,0,0,0,0,265,45,100,2,1,0,0,40,0,0,8,0,0,0,0,59,0,15,88,46,45,10,1636,41,0,1,95,17,57,70,68,1,2,2,2,5,7,0,10,5,10,5,10,5,0,0,6,10,7,5,0,0,74,69,999,0,1,-31,0,0,154
45,0,0,0,0,77,Drew,Henson,0,1009,0,87,0,0,24,67,0,7,17526,17526,60,27,0,1,66,1,0,0,29,0,0,61,0,19,11,80,30,22,38,0,0,52,0,2,0,0,0,0,0,117,45,100,2,2,0,0,45,0,0,7,2,0,0,0,85,0,6,91,50,49,2,1717,33,0,1,68,17,65,72,64,2,1,2,2,5,7,0,10,5,10,5,10,5,0,0,6,10,7,5,0,0,76,63,999,0,31,-31,0,0,264
45,0,0,0,0,78,Travis,Brown,0,1009,0,78,0,0,35,48,0,7,16103,16103,45,30,0,0,59,1,0,0,28,0,0,48,0,63,10,50,15,32,29,0,0,35,0,4,0,0,0,0,0,133,45,100,0,0,0,0,0,0,0,5,0,0,0,0,64,0,15,83,33,41,6,1649,32,0,1,95,19,49,64,66,2,1,2,2,5,7,0,10,5,10,5,10,5,0,0,6,10,7,5,0,0,75,55,999,0,31,-31,0,0,151
45,0,0,0,0,74,Adrian,McPherson,0,1009,0,85,0,0,11,84,0,5,26680,26680,82,24,0,0,80,0,0,0,62,0,0,85,2,16,1009,87,28,18,14,0,8,62,0,0,0,0,0,0,0,64,19,100,2,0,0,0,40,0,0,1,1,0,0,0,85,0,5,89,38,80,1,1761,42,0,1,65,22,52,67,42,5,1,5,1,5,7,0,10,5,10,5,10,5,0,0,6,10,7,5,0,0,75,54,999,0,31,-31,0,0,212
45,0,0,0,0,78,Dave,Ragone,0,1009,0,82,0,0,18,57,1,7,16535,16535,58,27,0,0,62,1,0,0,22,0,0,55,0,24,32,82,16,17,35,0,11,39,0,2,0,0,0,0,0,105,45,100,3,3,0,4,48,1,0,15,0,0,0,0,78,0,3,87,51,44,3,1787,50,0,1,95,25,63,70,68,0,0,0,0,11,2,1,10,10,10,11,10,10,0,0,7,10,7,11,0,0,75,85,560,0,31,-31,0,0,155
45,0,0,0,0,78,Rohan,Davey,0,1009,0,85,0,0,16,70,0,5,14940,14940,62,29,0,0,74,1,0,0,24,0,0,63,2,19,22,78,27,18,15,0,8,70,0,0,0,0,0,0,0,106,45,100,0,0,0,0,25,0,0,6,2,0,0,0,70,0,4,93,52,50,4,1670,53,0,1,95,12,69,76,66,1,1,2,2,11,2,1,10,10,10,11,10,10,0,0,7,10,7,11,0,0,74,85,999,10,31,-31,0,0,204
45,0,0,0,0,75,Josh,Harris,0,1009,0,88,0,0,10,70,0,5,17277,17277,70,24,0,0,90,0,0,0,48,0,0,69,2,22,5,87,25,12,18,0,1,60,0,0,0,0,0,0,0,21,45,100,0,0,0,0,35,0,0,5,1,0,0,0,85,0,6,85,37,55,2,1710,58,0,1,88,20,59,67,55,2,2,2,2,11,2,1,10,10,10,11,10,10,0,0,7,10,7,11,0,0,73,74,999,0,31,-31,0,0,188
45,0,0,0,0,80,Chad,Hutchinson,0,1009,0,87,0,0,24,54,0,7,15463,15463,55,30,0,0,66,1,0,0,18,0,0,55,0,63,1,80,30,22,38,0,0,48,0,1,0,0,0,0,0,200,45,100,2,2,0,0,55,0,0,9,0,0,0,0,85,0,15,88,60,49,4,1725,33,0,1,75,17,62,74,72,2,2,2,2,11,2,1,10,10,10,11,10,10,0,0,7,10,7,11,0,0,77,77,999,0,31,-31,0,0,157
45,0,0,0,0,80,Chris,Weinke,0,1009,0,85,0,0,24,55,0,7,14112,14112,52,35,0,0,78,2,0,0,17,0,0,52,0,11,1009,80,22,22,38,0,8,35,0,4,0,0,0,0,0,64,45,100,1,2,0,0,50,0,0,16,0,0,0,0,70,0,4,87,43,45,6,1842,44,0,1,68,17,61,71,70,3,3,3,3,11,2,1,10,10,10,11,10,10,0,0,7,10,7,11,0,0,76,72,999,0,0,-31,0,0,154
45,3,3,3,3,19,Adrian,Peterson,1,1,180,79,0,50,18,89,0,10,15405,15405,88,28,0,0,80,1,0,0,61,0,0,89,2,27,1015,83,33,23,22,0,8,80,0,0,0,0,0,0,0,68,45,100,5,5,2,0,0,0,0,29,2,2,50,2,59,0,6,13,55,69,5,39,76,0,1,85,19,73,78,67,0,3,0,3,4,7,25,10,4,10,9,10,11,0,1,7,10,3,6,180,0,70,48,536,63,5,-31,0,0,186
45,2,2,2,2,18,Cedric,Benson,1,1,4000,94,0,432,12,89,0,7,26627,26627,87,23,0,0,95,0,0,0,60,0,0,87,2,4,1015,93,35,46,45,0,8,85,0,0,0,8,8,8,8,214,45,100,0,0,4,0,0,0,0,32,2,6,432,6,85,0,1,15,74,74,2,4,92,0,1,85,12,75,86,81,2,2,2,2,4,7,25,10,4,10,9,10,11,1,1,7,10,3,6,4000,0,70,62,664,10,2,-31,0,0,196
45,0,0,0,0,40,Garrett,Wolfe,1,1,160,88,0,60,15,95,0,7,28017,28017,93,23,0,0,70,0,0,0,70,0,0,96,2,30,1015,81,35,30,25,0,7,58,0,0,0,8,8,8,8,137,45,100,0,0,4,2,65,0,0,25,1,4,60,4,50,0,3,35,43,85,0,47,76,0,1,90,18,49,73,57,2,2,2,2,8,10,3,10,5,10,6,10,4,2,1,5,10,10,5,160,0,68,26,999,75,0,-31,0,0,195
45,3,3,3,3,35,Kenny,Irons,1,2,400,90,0,108,26,92,0,7,27941,27941,91,23,0,1,80,0,0,0,73,0,0,94,2,17,1015,77,35,61,44,0,7,76,0,0,0,0,0,0,0,14,45,100,0,0,4,2,25,0,0,30,2,4,108,4,0,0,2,30,56,87,0,58,74,0,1,90,25,60,79,52,0,0,0,0,2,7,23,10,3,6,7,10,10,0,1,6,10,4,3,400,0,71,43,908,45,0,-31,0,0,195
45,2,2,2,2,28,Kenny,Watson,1,2,360,83,0,45,19,88,0,5,14508,14508,87,29,0,0,80,1,0,0,65,0,0,86,2,63,1009,77,23,29,31,0,7,76,0,0,0,0,0,0,0,164,45,100,0,0,3,0,0,0,0,33,2,3,45,3,82,0,15,35,42,67,6,85,70,0,0,95,33,65,73,64,0,0,0,0,4,7,25,10,4,10,9,10,11,0,1,7,10,3,6,360,0,71,58,592,72,4,-31,0,0,188
45,2,2,2,2,21,Chris,Perry,1,2,700,88,0,185,15,92,0,5,17291,17291,90,24,0,0,70,1,0,0,78,0,0,91,2,26,1015,70,35,41,46,0,7,75,0,0,0,8,8,8,8,117,45,100,0,0,2,2,0,0,0,23,1,5,185,5,75,0,1,19,61,67,3,76,77,0,1,80,11,69,81,65,0,0,0,0,4,7,25,10,4,10,9,10,11,0,1,7,10,3,6,700,0,72,64,63,70,3,-31,0,0,195
45,2,2,2,2,24,Rudi,Johnson,1,2,2600,87,0,540,17,90,0,5,14122,14122,87,27,0,0,89,1,0,0,63,0,0,84,2,5,1015,91,24,47,44,0,7,96,0,0,0,0,0,0,0,14,21,100,0,0,3,0,0,0,0,32,0,5,540,5,74,0,4,25,85,73,6,65,98,0,0,99,20,79,91,85,0,0,0,0,23,10,24,10,24,10,16,10,24,0,1,22,10,7,12,2600,0,70,73,564,20,6,-31,1,0,291
45,4,4,4,4,15,Shaud,Williams,1,3,120,87,0,34,19,90,0,5,17304,17304,88,26,0,1,77,1,0,0,74,0,0,88,1,63,1009,81,14,40,44,0,7,68,0,0,0,0,0,0,0,3,45,100,0,0,2,0,0,0,0,36,2,2,34,2,80,0,15,12,52,52,3,131,72,0,1,95,18,52,74,68,0,2,0,2,2,7,23,10,3,6,7,10,10,0,1,6,10,4,3,120,0,67,33,999,55,3,-31,1,0,177
